Ano,Semestre,Nome Mantenedora,Código e-MEC da Mantenedora,CNPJ da mantenedora,Nome da IES,Código e-MEC da IES,Organização Acadêmica da IES,UF da IES,Município da IES,Nome do Local de oferta,Código do Local de Oferta,Município do Local de Oferta,UF do Local de Oferta,Nome da Microrregião,Código da Microrregião,Código da Mesorregião,Nome da Mesorregião,Área do conhecimento,Subárea do conhecimento,Código do Grupo de Preferência, Nota de Corte Grupo Preferência ,Código do Curso,Nome do Curso,Turno,Grau,Conceito,Vagas autorizadas e-mec,Vagas ofertadas FIES,Vagas além da Oferta,Vagas ocupadas,Participa do P-FIES,Vagas Ofertadas P-FIES,BANCO NORDESTE BRASIL   (004),ITAU UNIBANCO (PRAVALER)(341),BV FINANCEIRA (PRAVALER)(455),BANCO ANDBANK (PRAVALER)(65),BANCO DA AMAZONIA S.A.  (003), Valor bruto do curso , 1 Semestre Bruto , 2 Semestre Bruto , 3 Semestre Bruto , 4 Semestre Bruto , 5 Semestre Bruto , 6 Semestre Bruto , 7 Semestre Bruto , 8 Semestre Bruto , 9 Semestre Bruto , 10 Semestre Bruto , 11 Semestre Bruto , 12 Semestre Bruto , Valor do curso para FIES , Índice de correção - IPCA , 1 Semestre FIES , 2 Semestre FIES , 3 Semestre FIES , 4 Semestre FIES , 5 Semestre FIES , 6 Semestre FIES , 7 Semestre FIES , 8 Semestre FIES , 9 Semestre FIES , 10 Semestre FIES , 11 Semestre FIES , 12 Semestre FIES 
2019,1,INSTITUTO EDUCACIONAL INTEGRADO LTDA - ME,15775,115904000162,Faculdade de Quixeramobim,17670,Faculdade ,CE,Quixeramobim,FACULDADE DE QUIXERAMOBIM - UNIQ,1058965,Quixeramobim,CE,Sertão de Quixeramobim,23019,2304,Sert§es Cearenses,"CURSOS DA ÁREA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR",PEDAGOGIA,43414," 479,54 ",1185946,PEDAGOGIA,VESPERTINO,Licenciatura,3,80,20,10,0,SIM,20,S,N,N,N,N," 16.476,20 "," 1.774,86 "," 1.774,86 "," 1.952,34 "," 1.952,34 "," 2.147,58 "," 2.147,58 "," 2.363,32 "," 2.363,32 ", -   , -   , -   , -   ," 16.476,20 ", 100% ," 1.774,86 "," 1.774,86 "," 1.952,34 "," 1.952,34 "," 2.147,58 "," 2.147,58 "," 2.363,32 "," 2.363,32 ", -   , -   , -   , -   
2019,1,INSTITUTO EDUCACIONAL INTEGRADO LTDA - ME,15775,115904000162,Faculdade de Quixeramobim,17670,Faculdade ,CE,Quixeramobim,FACULDADE DE QUIXERAMOBIM - UNIQ,1058965,Quixeramobim,CE,Sertão de Quixeramobim,23019,2304,Sert§es Cearenses,CURSOS DA AREA DE SAUDE,"ENFERMAGEM, FISIOTERAPIA, FARMÁCIA, NUTRIÇÃO E CURSOS RELACIONADOS",43405," 575,82 ",1331508,FISIOTERAPIA,NOTURNO,Bacharelado,4,80,20,10,2,SIM,20,S,N,N,N,N," 93.126,18 "," 7.626,96 "," 7.626,96 "," 8.389,65 "," 8.389,65 "," 9.228,54 "," 9.228,54 "," 10.151,40 "," 10.151,40 "," 11.166,54 "," 11.166,54 ", -   , -   ," 93.126,18 ", 100% ," 7.626,96 "," 7.626,96 "," 8.389,65 "," 8.389,65 "," 9.228,54 "," 9.228,54 "," 10.151,40 "," 10.151,40 "," 11.166,54 "," 11.166,54 ", -   , -   
2019,1,CENTRO INTEGRADO DE ENSINO SUPERIOR DE FLORIANO LTDA - ME,1570,4899971000176,FACULDADE DE ENSINO SUPERIOR DE FLORIANO,2413,Faculdade ,PI,Floriano,ARUDA BUCAR,1077841,Floriano,PI,Floriano,22009,2203,Sudoeste Piauiense,CURSOS DA AREA DE SAUDE,"SERVIÇO SOCIAL, FONOAUDIOLOGIA, TERAPIA OCUPACIONAL E CURSOS RELACIONADOS",43270," 453,28 ",1184196,SERVIÇO SOCIAL,MATUTINO,Bacharelado,4,100,40,20,0,SIM,40,N,N,N,N,N," 30.369,60 "," 3.796,20 "," 3.796,20 "," 3.796,20 "," 3.796,20 "," 3.796,20 "," 3.796,20 "," 3.796,20 "," 3.796,20 ", -   , -   , -   , -   ," 30.369,60 ", 100% ," 3.796,20 "," 3.796,20 "," 3.796,20 "," 3.796,20 "," 3.796,20 "," 3.796,20 "," 3.796,20 "," 3.796,20 ", -   , -   , -   , -   
2019,1,SER EDUCACIONAL S.A.,1847,4986320000113,FACULDADE UNINASSAU FORTALEZA,14321,Faculdade ,CE,Fortaleza,SEDE,1045309,Fortaleza,CE,Fortaleza,23016,2303,Metropolitana de Fortaleza,DIVERSAS ÁREAS,"COMUNICAÇÃO SOCIAL, JORNALISMO, PUBLICIDADE, MARKETING E CURSOS RELACIONADOS",43374," 584,94 ",1088267,COMUNICAÇÃO SOCIAL - JORNALISMO,MATUTINO,Bacharelado,4,120,48,0,0,SIM,50,N,S,N,S,N," 41.376,64 "," 5.172,08 "," 5.172,08 "," 5.172,08 "," 5.172,08 "," 5.172,08 "," 5.172,08 "," 5.172,08 "," 5.172,08 ", -   , -   , -   , -   ," 36.792,08 ", 150% ," 4.599,01 "," 4.599,01 "," 4.599,01 "," 4.599,01 "," 4.599,01 "," 4.599,01 "," 4.599,01 "," 4.599,01 ", -   , -   , -   , -   
2019,1,ADTALEM EDUCACIONAL DO BRASIL S/A,1174,3681572000171,Centro Universitário Fanor Wyden,1772,Centro Universitário,CE,Fortaleza,DUNAS - UNIDADE SEDE,102260,Fortaleza,CE,Fortaleza,23016,2303,Metropolitana de Fortaleza,CURSOS DA AREA DE SAUDE,"ENFERMAGEM, FISIOTERAPIA, FARMÁCIA, NUTRIÇÃO E CURSOS RELACIONADOS",43332," 619,94 ",95170,FISIOTERAPIA,MATUTINO,Bacharelado,4,50,20,25,2,SIM,5,S,S,S,S,N," 102.978,00 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 ", -   , -   ," 102.978,00 ", 102% ," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 "," 10.297,80 ", -   , -   
2019,1,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL SENAC,2517,3485324000155,FACULDADE SENAC PERNAMBUCO,3996,Faculdade ,PE,Recife,CAMPUS  - RECIFE - BOA VISTA,659704,Recife,PE,Recife,26017,2605,Metropolitana de Recife,DIVERSAS ÁREAS,"HOTELARIA E TURISMO, GASTRONOMIA E CURSOS RELACIONADOS",43902," 555,92 ",105758,GASTRONOMIA,MATUTINO,Tecnológico,3,90,12,0,1,NAO,0,N,N,N,N,N," 22.027,20 "," 4.405,44 "," 4.405,44 "," 4.405,44 "," 4.405,44 "," 4.405,44 ", -   , -   , -   , -   , -   , -   , -   ," 18.833,10 ", 100% ," 3.766,62 "," 3.766,62 "," 3.766,62 "," 3.766,62 "," 3.766,62 ", -   , -   , -   , -   , -   , -   , -   
2019,1,PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA,1204,3239470000109,FACULDADE PITÁGORAS DE CONTAGEM,13684,Faculdade ,MG,Contagem,TOM JOBIM,1058528,Contagem,MG,Belo Horizonte,31030,3107,Metropolitana de Belo Horizonte,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA DE PRODUÇÃO, DE MATERIAIS E CURSOS RELACIONADOS",44649," 450,56 ",1259766,ENGENHARIA DE PRODUÇÃO,NOTURNO,Bacharelado,4,40,16,24,0,NAO,0,N,N,N,N,N," 89.067,00 "," 8.784,00 "," 8.064,00 "," 8.808,00 "," 10.060,00 "," 10.890,00 "," 8.369,00 "," 8.523,00 "," 8.523,00 "," 8.523,00 "," 8.523,00 ", -   , -   ," 75.743,00 ", 125% ," 6.588,00 "," 6.048,00 "," 6.606,00 "," 7.545,00 "," 8.168,00 "," 6.696,00 "," 8.523,00 "," 8.523,00 "," 8.523,00 "," 8.523,00 ", -   , -   
2019,1,CENESUP - CENTRO NACIONAL DE ENSINO SUPERIOR LTDA,2405,5474470000100,FACULDADE UNINASSAU JOÃO PESSOA,3817,Faculdade ,PB,João Pessoa,FACULDADE MAURÍCIO DE NASSAU DE JOÃO PESSOA,1054601,João Pessoa,PB,João Pessoa,25022,2504,Mata Paraibana,DIVERSAS ÁREAS,"HOTELARIA E TURISMO, GASTRONOMIA E CURSOS RELACIONADOS",43690," 511,10 ",1280098,GASTRONOMIA,MATUTINO,Tecnológico,4,120,48,0,1,SIM,50,N,S,N,S,N," 22.306,44 "," 5.576,61 "," 5.576,61 "," 5.576,61 "," 5.576,61 ", -   , -   , -   , -   , -   , -   , -   , -   ," 19.834,88 ", 150% ," 4.958,72 "," 4.958,72 "," 4.958,72 "," 4.958,72 ", -   , -   , -   , -   , -   , -   , -   , -   
2019,1,INSTITUTO EURO AMERICANO DE EDUCACAO CIENCIA TECNOLOGIA,770,37174034000102,Centro de Ensino Unificado do Piauí,15508,Faculdade ,PI,Teresina,CENTRO DE ENSINO UNIFICADO DO PIAUÍ - CEUPI,1076416,Teresina,PI,Teresina,22003,2202,Centro-Norte Piauiense,DIVERSAS ÁREAS,"CIÊNCIAS SOCIAIS, POLÍTICAS, ECONÔMICAS E CONTÁBEIS, PSICOLOGIA E SECRETARIADO",43250," 622,62 ",1351402,CIÊNCIAS CONTÁBEIS,VESPERTINO,Bacharelado,4,100,40,40,0,SIM,20,S,N,N,N,S," 37.264,32 "," 4.968,00 "," 4.613,76 "," 4.613,76 "," 4.613,76 "," 4.613,76 "," 4.613,76 "," 4.613,76 "," 4.613,76 ", -   , -   , -   , -   ," 34.655,84 ", 150% ," 4.620,24 "," 4.290,80 "," 4.290,80 "," 4.290,80 "," 4.290,80 "," 4.290,80 "," 4.290,80 "," 4.290,80 ", -   , -   , -   , -   
2019,1,INSTITUTO TECSOMA LTDA - ITEC,880,2460636000141,FACULDADE FINOM DE PATOS DE MINAS,13873,Faculdade ,MG,Patos de Minas,Unidade SEDE,1043692,Patos de Minas,MG,Patos de Minas,31020,3105,Triângulo Mineiro/Alto Paranaíba,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS",44568," 604,42 ",1077851,ENGENHARIA CIVIL,NOTURNO,Bacharelado,3,100,30,0,0,NAO,0,N,N,N,N,N," 88.306,05 "," 8.112,00 "," 7.800,00 "," 6.227,76 "," 9.935,28 "," 10.046,82 "," 7.242,48 "," 10.635,40 "," 10.635,40 "," 10.701,79 "," 6.969,12 ", -   , -   ," 88.306,05 ", 200% ," 8.112,00 "," 7.800,00 "," 6.227,76 "," 9.935,28 "," 10.046,82 "," 7.242,48 "," 10.635,40 "," 10.635,40 "," 10.701,79 "," 6.969,12 ", -   , -   
2019,1,CESUAP CENTRO DE ENSINO SUPERIOR DE APUCARANA,885,73243164000113,FACULDADE DE APUCARANA,1325,Faculdade ,PR,Apucarana,CAMPUS  - APUCARANA - JARDIM FLAMINGOS,658404,Apucarana,PR,Apucarana,41010,4103,Norte Central Paranaense,CURSOS DA AREA DE SAUDE,"ENFERMAGEM, FISIOTERAPIA, FARMÁCIA, NUTRIÇÃO E CURSOS RELACIONADOS",46211," 592,24 ",48761,FISIOTERAPIA,NOTURNO,Bacharelado,3,50,15,5,0,SIM,15,N,N,N,N,N," 63.540,00 "," 6.354,00 "," 6.354,00 "," 6.354,00 "," 6.354,00 "," 6.354,00 "," 6.354,00 "," 6.354,00 "," 6.354,00 "," 6.354,00 "," 6.354,00 ", -   , -   ," 61.740,00 ", 100% ," 6.174,00 "," 6.174,00 "," 6.174,00 "," 6.174,00 "," 6.174,00 "," 6.174,00 "," 6.174,00 "," 6.174,00 "," 6.174,00 "," 6.174,00 ", -   , -   
2019,1,FUNDACAO EDUCACIONAL DE PATOS DE MINAS,2128,23354848000114,CENTRO UNIVERSITÁRIO DE PATOS DE MINAS,3371,Centro Universitário,MG,Patos de Minas,UNIDADE SEDE,659467,Patos de Minas,MG,Patos de Minas,31020,3105,Triângulo Mineiro/Alto Paranaíba,CURSOS DA AREA DE SAUDE,"ENFERMAGEM, FISIOTERAPIA, FARMÁCIA, NUTRIÇÃO E CURSOS RELACIONADOS",44551," 545,44 ",88270,FISIOTERAPIA,NOTURNO,Bacharelado,5,120,60,0,30,NAO,0,N,N,N,N,N," 74.220,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 ", -   , -   ," 74.220,00 ", 150% ," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 "," 7.422,00 ", -   , -   
2019,1,AESJC ENSINO SUPERIOR DE SAO JOSE DOS CAMPOS LTDA.,851,53318853000132,INSTITUTO TAUBATÉ DE ENSINO SUPERIOR,1276,Faculdade ,SP,Taubaté,AVENIDA DOM PEDRO I,1058775,Taubaté,SP,São José dos Campos,35050,3513,Vale do Paraíba Paulista,DIVERSAS ÁREAS,"ADMINISTRAÇÃO, ADMINISTRAÇÃO PÚBLICA, GESTÃO, LOGÍSTICA, NEGÓCIOS E CURSOS RELACIONADOS",46006," 539,64 ",1280693,LOGÍSTICA,MATUTINO,Tecnológico,Autorizado,50,12,26,0,SIM,12,N,S,N,S,N," 10.800,92 "," 2.704,98 "," 2.624,29 "," 2.847,36 "," 2.624,29 ", -   , -   , -   , -   , -   , -   , -   , -   ," 9.585,58 ", 250% ," 2.299,24 "," 2.361,86 "," 2.562,62 "," 2.361,86 ", -   , -   , -   , -   , -   , -   , -   , -   
2019,1,FUNDACAO SANTO ANDRE,149,57538696000121,CENTRO UNIVERSITÁRIO FUNDAÇÃO SANTO ANDRÉ,2183,Centro Universitário,SP,Santo André,Santo André-PRÍNCIPE DE GALES,659028,Santo André,SP,São Paulo,35061,3515,Metropolitana de São Paulo,DIVERSAS ÁREAS,"ADMINISTRAÇÃO, ADMINISTRAÇÃO PÚBLICA, GESTÃO, LOGÍSTICA, NEGÓCIOS E CURSOS RELACIONADOS",46130," 564,08 ",5693,ADMINISTRAÇÃO,MATUTINO,Bacharelado,3,70,17,10,0,NAO,0,N,N,N,N,N," 35.687,04 "," 4.460,88 "," 4.460,88 "," 4.460,88 "," 4.460,88 "," 4.460,88 "," 4.460,88 "," 4.460,88 "," 4.460,88 ", -   , -   , -   , -   ," 32.832,08 ", 200% ," 4.104,01 "," 4.104,01 "," 4.104,01 "," 4.104,01 "," 4.104,01 "," 4.104,01 "," 4.104,01 "," 4.104,01 ", -   , -   , -   , -   
2019,1,INSTITUTO DE ENSINO SUPERIOR ANCHIETA,1249,81908386000136,FACULDADE ANCHIETA DE ENSINO SUPERIOR DO PARANÁ,1900,Faculdade ,PR,Curitiba,Campus CIC,658858,Curitiba,PR,Curitiba,41037,4110,Metropolitana de Curitiba,DIVERSAS ÁREAS,"ESTÉTICA E COSMÉTICA, GESTÃO DO ESPORTE E CURSOS RELACIONADOS",46551," 519,20 ",1395544,ESTÉTICA E COSMÉTICA,NOTURNO,Tecnológico,Autorizado,50,12,0,0,SIM,0,N,S,N,N,N," 20.430,00 "," 4.086,00 "," 4.086,00 "," 4.086,00 "," 4.086,00 "," 4.086,00 ", -   , -   , -   , -   , -   , -   , -   ," 19.408,50 ", 100% ," 3.881,70 "," 3.881,70 "," 3.881,70 "," 3.881,70 "," 3.881,70 ", -   , -   , -   , -   , -   , -   , -   
2019,1,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,16452,4310392000146,FACULDADE ANHANGÜERA DE SÃO JOSÉ,4652,Faculdade ,SP,São José dos Campos,UNIDADE SEDE,659893,São José dos Campos,SP,São José dos Campos,35050,3513,Vale do Paraíba Paulista,CURSOS DA AREA DE SAUDE,"ODONTOLOGIA, QUIROPRAXIA, FÍSICA MÉDICA E NATUROLOGIA",45954," 455,66 ",1364218,ODONTOLOGIA,MATUTINO,Bacharelado,4,90,36,54,2,NAO,0,N,N,N,N,N," 183.709,00 "," 10.813,00 "," 8.544,00 "," 20.544,00 "," 20.544,00 "," 20.544,00 "," 20.544,00 "," 20.544,00 "," 20.544,00 "," 20.544,00 "," 20.544,00 ", -   , -   ," 159.354,00 ", 125% ," 8.110,00 "," 6.408,00 "," 15.408,00 "," 15.408,00 "," 15.408,00 "," 16.436,00 "," 20.544,00 "," 20.544,00 "," 20.544,00 "," 20.544,00 ", -   , -   
2019,1,ORGANIZACAO MOGIANA DE EDUCACAO E CULTURA SOCIEDADE SIMPLES LIMITADA,362,52562758000117,UNIVERSIDADE DE MOGI DAS CRUZES,521,Universidade,SP,Mogi das Cruzes,CAMPUS CENTRO CÍVICO,657950,Mogi das Cruzes,SP,Mogi das Cruzes,35062,3515,Metropolitana de São Paulo,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS,46060," 550,58 ",58928,SISTEMAS DE INFORMAÇÃO,NOTURNO,Bacharelado,4,150,30,0,1,NAO,0,N,N,N,N,N," 59.420,04 "," 7.578,00 "," 7.278,00 "," 7.580,04 "," 7.276,08 "," 7.578,06 "," 7.275,96 "," 7.577,94 "," 7.275,96 ", -   , -   , -   , -   ," 55.175,25 ", 200% ," 6.581,49 "," 6.320,94 "," 6.583,26 "," 7.021,42 "," 7.312,83 "," 7.021,30 "," 7.312,71 "," 7.021,30 ", -   , -   , -   , -   
2019,1,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,16452,4310392000146,FACULDADE ANHANGUERA DE CAXIAS DO SUL,4616,Faculdade ,RS,Caxias do Sul,CAMPUS - CAXIAS DO SUL - DESVIO RIZZO,1068096,Caxias do Sul,RS,Caxias do Sul,43016,4302,Nordeste Rio-grandense,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA DE PRODUÇÃO, DE MATERIAIS E CURSOS RELACIONADOS",46835," 589,84 ",1123439,ENGENHARIA DE PRODUÇÃO,NOTURNO,Bacharelado,4,90,36,54,0,NAO,0,N,N,N,N,N," 111.526,00 "," 9.840,00 "," 9.078,00 "," 9.828,00 "," 10.856,00 "," 11.556,00 "," 9.287,00 "," 10.590,00 "," 12.800,00 "," 14.754,00 "," 12.937,00 ", -   , -   ," 96.879,00 ", 125% ," 7.380,00 "," 6.809,00 "," 7.371,00 "," 8.142,00 "," 8.667,00 "," 7.429,00 "," 10.590,00 "," 12.800,00 "," 14.754,00 "," 12.937,00 ", -   , -   
2019,1,SECID - SOCIEDADE EDUCACIONAL CIDADE DE SAO PAULO LTDA,290,43395177000147,UNIVERSIDADE CIDADE DE SÃO PAULO,417,Universidade,SP,São Paulo,UNIVERSIDADE CIDADE DE SÃO PAULO - UNICID - SEDE,1002328,São Paulo,SP,São Paulo,35061,3515,Metropolitana de São Paulo,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS",46078," 589,46 ",114924,ENGENHARIA CIVIL,MATUTINO,Bacharelado,4,120,48,0,1,SIM,10,N,S,S,S,N," 89.707,70 "," 9.283,67 "," 8.501,42 "," 9.283,67 "," 8.501,42 "," 9.283,67 "," 8.501,42 "," 9.283,67 "," 8.501,42 "," 9.283,67 "," 9.283,67 ", -   , -   ," 57.509,84 ", 300% ," 4.793,16 "," 4.793,10 "," 5.234,13 "," 5.244,53 "," 5.727,10 "," 5.763,11 "," 6.293,40 "," 5.848,13 "," 6.386,24 "," 7.426,94 ", -   , -   
2019,1,CENTRO DE ENSINO SUPERIOR SANTISSIMA TRINDADE LIMITADA - ME,16289,19833500000132,FACULDADE SANTISSIMA TRINDADE,19607,Faculdade ,PE,Nazaré da Mata,CAMPUS PRINCIPAL,1069964,Nazaré da Mata,PE,Mata Setentrional Pernambucana,26013,2604,Mata Pernambucana,"CURSOS DA ÁREA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR",PEDAGOGIA,43814," 504,44 ",1388488,PEDAGOGIA,NOTURNO,Licenciatura,4,50,20,20,0,SIM,5,S,N,N,N,N," 12.000,00 "," 1.500,00 "," 1.500,00 "," 1.500,00 "," 1.500,00 "," 1.500,00 "," 1.500,00 "," 1.500,00 "," 1.500,00 ", -   , -   , -   , -   ," 11.400,00 ", 100% ," 1.425,00 "," 1.425,00 "," 1.425,00 "," 1.425,00 "," 1.425,00 "," 1.425,00 "," 1.425,00 "," 1.425,00 ", -   , -   , -   , -   
2019,1,UNIVERSIDADE BRASIL,16878,9099207000130,UNIVERSIDADE BRASIL,319,Universidade,SP,São Paulo,CAMPUS SÃO PAULO / ITAQUERA I,657834,São Paulo,SP,São Paulo,35061,3515,Metropolitana de São Paulo,CURSOS DA AREA DE SAUDE,"ENFERMAGEM, FISIOTERAPIA, FARMÁCIA, NUTRIÇÃO E CURSOS RELACIONADOS",46051," 570,00 ",21698,ENFERMAGEM,NOTURNO,Bacharelado,3,50,15,0,1,NAO,0,N,N,N,N,N," 72.048,00 "," 6.636,00 "," 6.636,00 "," 6.636,00 "," 6.636,00 "," 6.636,00 "," 6.636,00 "," 6.636,00 "," 6.636,00 "," 9.480,00 "," 9.480,00 ", -   , -   ," 64.843,20 ", 100% ," 5.972,40 "," 5.972,40 "," 5.972,40 "," 5.972,40 "," 5.972,40 "," 5.972,40 "," 5.972,40 "," 5.972,40 "," 8.532,00 "," 8.532,00 ", -   , -   
2019,1,INSTITUICAO BAIANA DE ENSINO SUPERIOR LTDA,2274,5817107000140,FACULDADE DOM PEDRO II DE TECNOLOGIA,4460,Faculdade ,BA,Salvador,UNIDADE ADMINISTRATIVA A,1052422,Salvador,BA,Salvador,29021,2905,Metropolitana de Salvador,DIVERSAS ÁREAS,"ENGENHARIA DE SEGURANÇA DO TRABALHO, GESTÃO EM SAÚDE E CURSOS RELACIONADOS",44348," 467,32 ",1158603,SEGURANÇA NO TRABALHO,MATUTINO,Tecnológico,4,100,40,60,0,NAO,0,N,N,N,N,N," 13.932,00 "," 2.322,00 "," 2.322,00 "," 2.322,00 "," 2.322,00 "," 2.322,00 "," 2.322,00 ", -   , -   , -   , -   , -   , -   ," 13.583,70 ", 100% ," 2.263,95 "," 2.263,95 "," 2.263,95 "," 2.263,95 "," 2.263,95 "," 2.263,95 ", -   , -   , -   , -   , -   , -   
2019,1,FACS SERVICOS EDUCACIONAIS LTDA,268,13526884000164,UNIVERSIDADE SALVADOR,385,Universidade,BA,Salvador,Campus Tancredo Neves,696292,Salvador,BA,Salvador,29021,2905,Metropolitana de Salvador,DIVERSAS ÁREAS,"ADMINISTRAÇÃO, ADMINISTRAÇÃO PÚBLICA, GESTÃO, LOGÍSTICA, NEGÓCIOS E CURSOS RELACIONADOS",44323," 556,96 ",1321601,GESTÃO DE RECURSOS HUMANOS,NOTURNO,Tecnológico,4,60,22,0,1,SIM,2,S,S,S,S,N," 21.386,80 "," 5.346,70 "," 5.346,70 "," 5.346,70 "," 5.346,70 ", -   , -   , -   , -   , -   , -   , -   , -   ," 21.386,80 ", 195% ," 5.346,70 "," 5.346,70 "," 5.346,70 "," 5.346,70 ", -   , -   , -   , -   , -   , -   , -   , -   
2019,1,SER EDUCACIONAL S.A.,1847,4986320000113,FACULDADE UNINASSAU PETROLINA,18023,Faculdade ,PE,Petrolina,CAMPUS PRINCIPAL,1061303,Petrolina,PE,Petrolina,26005,2602,São Francisco Pernambucano,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA QUÍMICA, DE ALIMENTOS, DE PETRÓLEO E CURSOS RELACIONADOS",43728,  ,1353770,VITICULTURA E ENOLOGIA,NOTURNO,Tecnológico,5,120,60,0,0,SIM,50,N,S,N,S,N," 31.697,70 "," 5.282,95 "," 5.282,95 "," 5.282,95 "," 5.282,95 "," 5.282,95 "," 5.282,95 ", -   , -   , -   , -   , -   , -   ," 28.185,60 ", 150% ," 4.697,60 "," 4.697,60 "," 4.697,60 "," 4.697,60 "," 4.697,60 "," 4.697,60 ", -   , -   , -   , -   , -   , -   
2019,1,SOCIEDADE DE EDUCACAO TIRADENTES S/S LTDA,274,13013263000187,CENTRO UNIVERSITÁRIO TIRADENTES,4530,Centro Universitário,AL,Maceió,CAMPUS  - MACEIÓ - CRUZ DAS ALMAS,659862,Maceió,AL,Maceió,27011,2703,Leste Alagoano,CURSOS DA AREA DE SAUDE,"ENFERMAGEM, FISIOTERAPIA, FARMÁCIA, NUTRIÇÃO E CURSOS RELACIONADOS",43935," 582,74 ",1171422,NUTRIÇÃO,MATUTINO,Bacharelado,4,50,20,0,3,SIM,0,S,S,S,S,N," 43.104,00 "," 5.388,00 "," 5.388,00 "," 5.388,00 "," 5.388,00 "," 5.388,00 "," 5.388,00 "," 5.388,00 "," 5.388,00 ", -   , -   , -   , -   ," 43.104,00 ", 300% ," 5.388,00 "," 5.388,00 "," 5.388,00 "," 5.388,00 "," 5.388,00 "," 5.388,00 "," 5.388,00 "," 5.388,00 ", -   , -   , -   , -   
2019,1,INSPETORIA SALESIANA SAO PIO X,1391,92822741000176,FACULDADE DOM BOSCO DE PORTO ALEGRE,2113,Faculdade ,RS,Porto Alegre,FACULDADE DOM BOSCO DE PORTO ALEGRE,658983,Porto Alegre,RS,Porto Alegre,43026,4305,Metropolitana de Porto Alegre,DIVERSAS ÁREAS,"DIREITO, COMÉRCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS",46934," 577,56 ",106816,DIREITO,NOTURNO,Bacharelado,5,120,21,0,8,NAO,0,N,N,N,N,N," 101.380,60 "," 10.138,06 "," 10.138,06 "," 10.138,06 "," 10.138,06 "," 10.138,06 "," 10.138,06 "," 10.138,06 "," 10.138,06 "," 10.138,06 "," 10.138,06 ", -   , -   ," 92.415,80 ", 100% ," 9.241,58 "," 9.241,58 "," 9.241,58 "," 9.241,58 "," 9.241,58 "," 9.241,58 "," 9.241,58 "," 9.241,58 "," 9.241,58 "," 9.241,58 ", -   , -   
2019,1,"UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA",715,67172676000133,FACULDADES INTEGRADAS DO VALE DO RIBEIRA,1554,Faculdade ,SP,Registro,Unidade SEDE,658575,Registro,SP,Registro,35055,3514,Litoral Sul Paulista,DIVERSAS ÁREAS,"ADMINISTRAÇÃO, ADMINISTRAÇÃO PÚBLICA, GESTÃO, LOGÍSTICA, NEGÓCIOS E CURSOS RELACIONADOS",46038," 546,30 ",1148680,GESTÃO DE RECURSOS HUMANOS,NOTURNO,Tecnológico,3,100,30,35,0,SIM,35,N,S,N,N,N," 13.656,00 "," 3.414,00 "," 3.414,00 "," 3.414,00 "," 3.414,00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 13.656,00 ", 100% ," 3.414,00 "," 3.414,00 "," 3.414,00 "," 3.414,00 ", -   , -   , -   , -   , -   , -   , -   , -   
