inspection_date,inspector,district,subdistrict,subsector,permit_number,dba,permit_type,street_address,street_address_clean,inspection_type,inspection_frequency_type,total_time,facility_rating_status,census,suspension_notes,inspection_notes,violation_count,violation_codes,latitude,longitude,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
2024/12/26 12:00:00 AM,William Bajjalieh,5,512,326,32548,LAM HOA THUAN RESTAURANT,"H26 - RESTAURANT OVER 2,000 SQFT",2337 IRVING ST,2337 IRVING ST,Routine,2.0,60.0,Closure,326,,,8.0,"- IMMEDIATE HEALTH PERMIT SUSPENSION AND CLOSURE The permit to operate the above named food facility is hereby temporarily suspended, and the facility is ordered immediately closed under the authority of Sections 114405 and 114409 of Division 104, Part 7, Chapter 13, Article 3 of the California Health and Safety Code and/or City and County of San Francisco Health Code §§ 440 (j) and 440.1. The attached Inspection Report specifies the conditions that warrant this closure and the Sections of the law that are being violated. Any food facility for which the permit has been temporarily suspended shall cease all food handling, close and remain closed until all conditions warranting the closure are corrected and your permit has been reinstated by a representative of Environmental Health.   You are hereby notified that you have the right to request a hearing, within 15 calendar days after service of this Notice to show cause why the permit suspension is not warranted. Your failure to request a hearing within 15 calendar days shall be deemed a waiver of your right to a hearing.   An owner, manager or operator who fails to comply with this Closure Notice may be found guilty of a misdemeanor, with a possible fine of $1,000.00 and/or imprisonment for not more than six months for each offense. This Health Permit Suspension and Closure Notice is issued to you under the authority of the California Health and Safety Code, Division 104, Part 7, Chapter 13, Article 3. Copies of the Code Sections referred to herein may be reviewed at most public libraries, the Internet, or at Environmental Health. Contact this office at the number noted above, during normal days of business to request a re-inspection, or if you have any questions. If you are calling after 4:30 pm or on weekends, leave a message at (415) 252-3800 and an inspector/on call staff will call you back at their earliest convenience.   The CLOSED placard was issued and posted this date. The Closure placard shall not be removed, moved, blocked, or obstructed in any manner. The Closure placard shall only be removed by an inspector from this Department., 114259, 114259.1, 114259.4, 114259.5 - Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects., 114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair., 114067(h), 114123, 114143(a, b), 114256-114256.2, 114256.4, 114257-114257.1, 114259, 114259.2-114259.3, 114279, 114281, 114282 - Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner., 114047, 114049, 114051, 114053, 114055, 114069(b) - Elevate all food at least 6 inches off of the floor to prevent contamination. Properly label bulk ingredient/food containers with common name., 113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times., 114115 (b,c) - Maintain nonfood contact surfaces clean. Thoroughly clean and degrease the cooking equipment and shelves above cooking equipment., 113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",37.763055000001,-122.483187000002,POINT (-122.483187 37.763055),Sunset/Parkside,4.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/14 12:00:00 AM,William Bajjalieh,5,505,328,79564,LOU'S CAFE,"H25 - RESTAURANT 1,000 - 2,000 SQFT",1508 TARAVAL ST,1508 TARAVAL ST,Routine,2.0,30.0,Pass,328,,,1.0,"113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",37.743003000001,-122.482426500002,POINT (-122.4824265 37.743003),Sunset/Parkside,4.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2024/09/26 12:00:00 AM,Katie Dea,3,304,208,106527,EL PORTENO II RESTAURANT & BAR,"H26 - RESTAURANT OVER 2,000 SQFT",2293 Mission ST,2293 MISSION ST,Routine,2.0,145.0,Conditional Pass,208,,,12.0,"114115 (b,c) - Maintain nonfood contact surfaces clean. Thoroughly clean and degrease the cooking equipment and shelves above cooking equipment., 113953(c), 114163(a)(3), 114189, 114192.1, 114195, 114279 - Immediately provide hot running potable water of at least 120°F or greater for the entire food preparation facility., 114171, 114189.1, 114190, 114192, 114193, 114193.1, 114199, 114201, 114269 - Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose., 113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times., 114067(h), 114123, 114143(a, b), 114256-114256.2, 114256.4, 114257-114257.1, 114259, 114259.2-114259.3, 114279, 114281, 114282 - Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner., 113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair., 114002, 114002.1 - Rapidly cool potentially hazardous foods from 135°F to 70°F within 2 hours, then from 70°F to 41°F within 4 hours. Discontinue cooling PHF's at room temperature.  Rapid cool by any of the following approved methods: 1) Ice water bath 2) Ice wand 3) Shallow stainless steel pans filled 2-3 inches and store in refrigerator 4) Separate into smaller or thinner portions and store in refrigerator 5) Blast chiller 6) Any combination of the above. Use the following approved methods provided on the rapid cooling guideline., 114259, 114259.1, 114259.4, 114259.5 - Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects., 113996, 113998, 114037, 114429, 114429.3, 114429.5 - Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature., 113980, 113984 (a, b, d, e, f), 113986, 114060, 114067 (a, d, e), 114069, 114073, 114077, 114089.1(c), 114143(c) - Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser.",37.760472000001,-122.418958500002,POINT (-122.4189585 37.760472),Mission,9.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/13 12:00:00 AM,Michael Mooney,No District,No Sub District,No Sub Sector,97805,"CREPES OHH LA LA/ HASNIA INC,",H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001),522 522 COLUMBUS AVE,522 522 COLUMBUS AVE,Routine,1.0,35.0,Pass,106,,,4.0,"114171, 114189.1, 114190, 114192, 114193, 114193.1, 114199, 114201, 114269 - Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose., 114259, 114259.1, 114259.4, 114259.5 - Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.,  - Submit Standard Operating Procedures for review and approval., 114254-114254.2 - Administer all pesticides through a state licensed pest control operator. Immediately discontinue the use of unapproved pesticide at the food facility. Store all poisonous substances, detergents, bleaches, and cleaning compounds away from food, utensils, packaging materials, and food-contact surfaces. Provide label to working containers of chemicals taken from bulk supplies with the common name of the material. Provide legible manufacturer's label to containers of poisonous or toxic materials and personal care items.",37.7998819937,-122.409274998312,POINT (-122.409274998 37.799881994),North Beach,3.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/09 12:00:00 AM,Maribel Rodriguez,3,309,228A,H2506732532,GALLARDOS RESTAURANT INC,"H25 - RESTAURANT 1,000 - 2,000 SQFT",3248 18TH STREET,3248 18TH STREET,Routine,2.0,60.0,Pass,228A,,,7.0,"113952, 113953.3, 113953.4, 113961, 113973 - Properly wash hands with hand soap and warm water for a minimum of 10 seconds at the hand washing station when beginning work; before handling food/equipment/utensils; as often as necessary during food preparation to remove soil and contamination; switching from working with raw to ready-to-eat foods; after touching body parts; after using toilet room; contamination of hands occurs. Food employees shall minimize contact with exposed, ready-to-eat food with their bare hands and shall use suitable utensils, gloves, or dispensing equipment., 113996, 113998, 114037, 114429, 114429.3, 114429.5 - Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature., 114002, 114002.1 - Rapidly cool potentially hazardous foods from 135°F to 70°F within 2 hours, then from 70°F to 41°F within 4 hours. Discontinue cooling PHF's at room temperature.  Rapid cool by any of the following approved methods: 1) Ice water bath 2) Ice wand 3) Shallow stainless steel pans filled 2-3 inches and store in refrigerator 4) Separate into smaller or thinner portions and store in refrigerator 5) Blast chiller 6) Any combination of the above. Use the following approved methods provided on the rapid cooling guideline.,  - Submit additional documents as instructed., 113980, 113984 (a, b, d, e, f), 113986, 114060, 114067 (a, d, e), 114069, 114073, 114077, 114089.1(c), 114143(c) - Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",37.762236000001,-122.415970500002,POINT (-122.4159705 37.762236),Mission,9.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/12 12:00:00 AM,Tiombe Wiley,3,305,252,33883,CHARLIES CAFE,"H24 - RESTAURANT UNDER 1,000 SQFT",3202 FOLSOM ST,3202 FOLSOM ST,Routine,2.0,60.0,Pass,252,,,3.0,"114171, 114189.1, 114190, 114192, 114193, 114193.1, 114199, 114201, 114269 - Protect the potable water supply with a backflow protection device, as required by applicable plumbing codes. All plumbing, plumbing fixtures, and grease interceptors shall be installed in compliance with local plumbing ordinances, shall be maintained so as to prevent any contamination, and shall be kept clean, fully operative, and in good repair. Any hose used for conveying potable water shall be of approved materials, labeled, properly stored, and used for no other purpose., Section 114390(b) - Properly identified Dept. of Public Health enforcement officers are authorized to enter, inspect and perform their work functions at unannounced inspections of food facilities during normal work hours., 114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair.",37.747098000001,-122.413765500002,POINT (-122.4137655 37.747098),Bernal Heights,9.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/07 12:00:00 AM,William Bajjalieh,5,505,352,114708,PITTS LLC,H87 - BARS/TAVERNS W/FOOD PREP,4207 JUDAH ST,4207 JUDAH ST,Routine,1.0,30.0,Pass,352,,,1.0,"114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",37.760130000001,-122.507338500002,POINT (-122.5073385 37.76013),Sunset/Parkside,4.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2024/03/28 12:00:00 AM,Farhan Khan,1,108,176C,90273,TRADER JOE'S #225,H08 - RETAIL MKTS W/FOOD PREP (10001 - 20000),10 FOURTH ST,10 FOURTH ST,Routine,1.0,45.0,Pass,176C,,,,,37.785456000001,-122.405791500002,POINT (-122.4057915 37.785456),South of Market,6.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/14 12:00:00 AM,William Bajjalieh,5,505,328,90110,EL ANTIGUA CAFE CORPORATION,"H24 - RESTAURANT UNDER 1,000 SQFT",1131 TARAVAL ST,1131 TARAVAL ST,Routine,1.0,30.0,Pass,328,,,2.0,"114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",37.742769000001,-122.478579000002,POINT (-122.478579 37.742769),Sunset/Parkside,4.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/04/23 12:00:00 AM,Sophia Huie,2,202,121,30154,PETITE AUBERGE,"H24 - RESTAURANT UNDER 1,000 SQFT",863 BUSH ST,863 BUSH ST,Routine,1.0,30.0,Pass,121,,,,,37.789542000001,-122.411425500002,POINT (-122.4114255 37.789542),Nob Hill,3.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/14 12:00:00 AM,John  Wells,2,208,123,99434,CVS/PHARMACY #10495,H04 - RETAIL MKTS W/O PREP (5001 - 10000),399 GEARY ST,399 GEARY ST,Site Visit,1.0,15.0,Pass,123,,,,,37.786968000001,-122.409679500002,POINT (-122.4096795 37.786968),Tenderloin,3.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/13 12:00:00 AM,Katie Dea,3,304,208,118150,VALENCIA EXOTIC CIGARS & LIQUOR,H03 - RETAIL MKTS W/O PREP (UNDER 5001),1001 VALENCIA ST,1001 VALENCIA ST,Routine,1.0,30.0,Pass,208,,,3.0,"114381 [e], 114381(a), 114387 - Make available the most recent routine inspection report. Post the Health Permit to Operate and restaurant license certificate in a conspicuous area for public view., 113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",37.756800000001,-122.420821500002,POINT (-122.4208215 37.7568),Mission,9.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/08 12:00:00 AM,John  Wells,2,208,123,FYF119914,JASPER'S CORNER TAP AND KITCHEN,"H26 - RESTAURANT OVER 2,000 SQFT",401 TAYLOR ST,401 TAYLOR ST,Reinspection,1.0,45.0,Pass,123,,,3.0,"114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 113969, 113971 - Ensure all food employees are utilizing appropriate hair restraints when handling food., 113996, 113998, 114037, 114429, 114429.3, 114429.5 - Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.",37.786167000001,-122.411700000002,POINT (-122.4117 37.786167),Tenderloin,5.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/03/28 12:00:00 AM,Roy Bwogi,1,103,607,H2406732658,HOUSE OF HUNAN,"H24 - RESTAURANT UNDER 1,000 SQFT",2 TOWNSEND ST,2 TOWNSEND ST,Reinspection,2.0,40.0,Pass,607,,,,,37.781928000001,-122.389195500002,POINT (-122.3891955 37.781928),Financial District/South Beach,6.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/03/28 12:00:00 AM,Maribel Rodriguez,3,309,251,68832,BAYSHORE MARKET DELI & LIQUOR,H28 - TAKE-OUTS,300 BAY SHORE BLVD,300 BAY SHORE BLVD,Reinspection,2.0,60.0,Pass,251,,,3.0,"113980, 113984 (a, b, d, e, f), 113986, 114060, 114067 (a, d, e), 114069, 114073, 114077, 114089.1(c), 114143(c) - Ensure all food is separated and protected from potential cross contamination. Store produce and ready-to-eat foods completely separate or above raw foods including but not limited to raw eggs, fish, meat, ratites, game animals, and poultry. Provide adequate sneeze-guard protection, a container that has a tight fitting and securely attached lid, or dispense food from an approved mechanical dispenser., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 113996, 113998, 114037, 114429, 114429.3, 114429.5 - Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature.",37.743003000001,-122.405566500002,POINT (-122.4055665 37.743003),Bernal Heights,9.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/12 12:00:00 AM,Katherine Tuazon,3,304,208,06734133,"SFCEVICHE19, LLC","H24 - RESTAURANT UNDER 1,000 SQFT",2301 MISSION ST UNIT B,2301 MISSION ST,Routine,1.0,85.0,Pass,208,,,3.0,"114259, 114259.1, 114259.4, 114259.5 - Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.,  - Food, equipment, or utensils that are found to be unsanitary or in disrepair may be Voluntarily Condemned and Destroyed by the person in charge., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable.",37.760094000001,-122.418819000002,POINT (-122.418819 37.760094),Mission,9.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2024/12/26 12:00:00 AM,William Bajjalieh,5,505,329,85925,NORIEGA MARKET,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001),2444 NORIEGA ST,2444 NORIEGA ST,Reinspection,2.0,30.0,Pass,329,,,,,37.753902000001,-122.490198000002,POINT (-122.490198 37.753902),Sunset/Parkside,4.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/13 12:00:00 AM,Katie Dea,3,304,208,06734982,BOOGALOOS,"H25 - RESTAURANT 1,000 - 2,000 SQFT",3296 22ND ST,3296 22ND ST,Routine,2.0,30.0,Pass,208,,,4.0,"113952, 113953.3, 113953.4, 113961, 113973 - Properly wash hands with hand soap and warm water for a minimum of 10 seconds at the hand washing station when beginning work; before handling food/equipment/utensils; as often as necessary during food preparation to remove soil and contamination; switching from working with raw to ready-to-eat foods; after touching body parts; after using toilet room; contamination of hands occurs. Food employees shall minimize contact with exposed, ready-to-eat food with their bare hands and shall use suitable utensils, gloves, or dispensing equipment., 113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment., 114115 (b,c) - Maintain nonfood contact surfaces clean. Thoroughly clean and degrease the cooking equipment and shelves above cooking equipment., 114259, 114259.1, 114259.4, 114259.5 - Eliminate the infestation/activity of cockroaches/rodents/flies/vermin from the food facility by using only approved methods. Remove all evidence of the infestation and thoroughly clean and sanitize all affected surfaces. Construct, equip, maintain and operate the food facility so as to prevent the entrance and harborage of animals, birds and vermin including, but not limited to, rodents and insects.",37.755486000001,-122.420695500002,POINT (-122.4206955 37.755486),Mission,9.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2024/04/18 12:00:00 AM,Aron Wong,1,103,607,06733806,"DOGGIE DINER CART- 133, Promenade",H36 - STADIUM CONCESSIONS (PERM),24 WILLIE MAYS PLZ # PROMEN,3RD ST & KING ST,Routine,1.0,30.0,Pass,STADIUM,,,1.0,"113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times.",37.778130000001,-122.391855000002,POINT (-122.391855 37.77813),Mission Bay,6.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/09 12:00:00 AM,Katie Dea,3,304,208,97297,BITEUNITE OF USA LLC,"H25 - RESTAURANT 1,000 - 2,000 SQFT",600 S VAN NESS AVE 2,600 S VAN NESS AVE 2,Routine,2.0,55.0,Pass,208,,,6.0,"114047, 114049, 114051, 114053, 114055, 114069(b) - Elevate all food at least 6 inches off of the floor to prevent contamination. Properly label bulk ingredient/food containers with common name., 113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times., 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 113996, 113998, 114037, 114429, 114429.3, 114429.5 - Keep potentially hazardous foods (PHF) cold at 41°F or below or hot held at 135°F or above. Immediately discontinue storing PHF at room temperature., 114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair., 113947.1-113947.6, 113948 - Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site.",37.76348524777,-122.417372710222,POINT (-122.41737271 37.763485248),Mission,9.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2024/03/06 12:00:00 AM,Patrick Wood,1,105,261,102400,NORTH BEACH PIZZA,"H25 - RESTAURANT 1,000 - 2,000 SQFT",4787 MISSION ST,4787 MISSION ST,Site Visit,2.0,49.0,Pass,261,,,,,37.721709000001,-122.436729000002,POINT (-122.436729 37.721709),Excelsior,11.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2024/06/14 12:00:00 AM,Luz Brown,4,404,169,06734142,THE EPICUREAN TRADER,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001),2240 MARKET ST,2240 MARKET ST,,1.0,75.0,,169,,,,,37.765395000001,-122.432197500002,POINT (-122.4321975 37.765395),Castro/Upper Market,8.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2024/03/06 12:00:00 AM,Sharon Aguila-Leonard,5,503,302,31027,KIKI JAPANESE RESTAURANT,"H25 - RESTAURANT 1,000 - 2,000 SQFT",1269 9TH AVE,1269 9TH AVE,Reinspection,2.0,60.0,Pass,302,,,,,37.764657000001,-122.466699000002,POINT (-122.466699 37.764657),Inner Sunset,7.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/06 12:00:00 AM,Tiombe Wiley,3,305,209,103396,REEM'S MISSION,"H26 - RESTAURANT OVER 2,000 SQFT",2901 MISSION ST,2901 MISSION ST,Routine,2.0,50.0,Pass,209,,,4.0,"113947.1-113947.6, 113948 - Obtain a state approved food safety certification course within 60 days of operation or when a Food Safety Manager has left the facility. Maintain copies of food safety certificates (food safety manager and food handler cards) on site., 113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times., 114047, 114049, 114051, 114053, 114055, 114069(b) - Elevate all food at least 6 inches off of the floor to prevent contamination. Properly label bulk ingredient/food containers with common name., 114067(h), 114123, 114143(a, b), 114256-114256.2, 114256.4, 114257-114257.1, 114259, 114259.2-114259.3, 114279, 114281, 114282 - Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.",37.750536000001,-122.418090000002,POINT (-122.41809 37.750536),Mission,9.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/14 12:00:00 AM,Zack Parsons,5,501,479,06735358,CHOCOQUI,H98 - COTTAGE FOOD OPERATIONS - TIER A (DIRECT SALES),4229 CABRILLO ST,4229 CABRILLO ST,New Ownership (I),,60.0,Pass,CFO-A,,,,,37.773279000001,-122.504166000002,POINT (-122.504166 37.773279),Outer Richmond,1.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/02 12:00:00 AM,Amy Johnson,4,404,166,06744078,THE COFFEE LAMA,"H24 - RESTAURANT UNDER 1,000 SQFT",1300 HAIGHT ST,1300 HAIGHT ST,New Ownership (I),1.0,75.0,Pass,,,,,,37.770561000001,-122.443969500002,POINT (-122.4439695 37.770561),Haight Ashbury,5.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
