,source,compare,col_iguais,col_diferentes,col_dificuldade,country,total_col
6670,USA_CSV0000000000037101__8.csv,USA_CSV0000000000033847__8.csv,16,46,0.7419354838709677,USA,62
6676,USA_CSV0000000000037101__9.csv,USA_CSV0000000000033847__8.csv,16,46,0.7419354838709677,USA,62
6682,USA_CSV0000000000037129__10.csv,USA_CSV0000000000037129__8.csv,11,28,0.717948717948718,USA,39
6693,USA_CSV0000000000037129__12.csv,USA_CSV0000000000037129__8.csv,11,28,0.717948717948718,USA,39
6699,USA_CSV0000000000037129__13.csv,USA_CSV0000000000037129__7.csv,11,28,0.717948717948718,USA,39
6705,USA_CSV0000000000037129__14.csv,USA_CSV0000000000037129__5.csv,11,28,0.717948717948718,USA,39
6731,USA_CSV0000000000037129__5.csv,USA_CSV0000000000037129__1.csv,11,42,0.7924528301886793,USA,53
6732,USA_CSV0000000000037129__5.csv,USA_CSV0000000000037129__2.csv,11,42,0.7924528301886793,USA,53
6733,USA_CSV0000000000037129__7.csv,USA_CSV0000000000037129__2.csv,11,42,0.7924528301886793,USA,53
6734,USA_CSV0000000000037129__9.csv,USA_CSV0000000000037129__2.csv,11,42,0.7924528301886793,USA,53
6737,USA_CSV0000000000037169.csv,USA_CSV0000000000036154__16.csv,16,43,0.7288135593220338,USA,59
6871,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027348.csv,21,50,0.704225352112676,CAN,71
6875,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027353.csv,26,41,0.6119402985074627,CAN,67
6877,CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000027346__31.csv,12,38,0.76,CAN,50
6879,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027346__30.csv,14,45,0.7627118644067796,CAN,59
6880,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000001487__22.csv,13,41,0.7592592592592593,CAN,54
6883,CAN_CSV0000000000001724__11.csv,CAN_CSV0000000000001797__10.csv,18,67,0.788235294117647,CAN,85
6886,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001389.csv,27,38,0.5846153846153846,CAN,65
6887,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027349__0.csv,10,25,0.7142857142857143,CAN,35
6888,CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000001487__8.csv,13,41,0.7592592592592593,CAN,54
6890,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027353__14.csv,9,23,0.71875,CAN,32
6891,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027349__19.csv,11,21,0.65625,CAN,32
6892,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000001874.csv,26,40,0.6060606060606061,CAN,66
6895,CAN_CSV0000000000001787__8.csv,CAN_CSV0000000000001797__10.csv,18,63,0.7777777777777778,CAN,81
6897,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027349__4.csv,10,36,0.782608695652174,CAN,46
6902,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000001487__22.csv,12,43,0.7818181818181819,CAN,55
6904,CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000027349__18.csv,11,21,0.65625,CAN,32
6908,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__27.csv,16,41,0.7192982456140351,CAN,57
6912,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__19.csv,15,37,0.7115384615384616,CAN,52
6916,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000001487__24.csv,15,43,0.7413793103448276,CAN,58
6917,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000001487__24.csv,15,43,0.7413793103448276,CAN,58
6919,CAN_CSV0000000000001487__29.csv,CAN_CSV0000000000001487__11.csv,15,43,0.7413793103448276,CAN,58
6922,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487__11.csv,15,43,0.7413793103448276,CAN,58
6923,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000001487__27.csv,15,43,0.7413793103448276,CAN,58
6924,CAN_CSV0000000000001487__28.csv,CAN_CSV0000000000001487__11.csv,15,43,0.7413793103448276,CAN,58
6925,CAN_CSV0000000000001487__25.csv,CAN_CSV0000000000001487__11.csv,15,43,0.7413793103448276,CAN,58
6938,CAN_CSV0000000000001487__7.csv,CAN_CSV0000000000027353.csv,27,39,0.5909090909090909,CAN,66
6948,CAN_CSV0000000000001909__8.csv,CAN_CSV0000000000027371.csv,14,28,0.6666666666666666,CAN,42
6951,CAN_CSV0000000000001960__0.csv,CAN_CSV0000000000001816.csv,18,24,0.5714285714285714,CAN,42
6952,CAN_CSV0000000000027355__11.csv,CAN_CSV0000000000027355.csv,12,41,0.7735849056603774,CAN,53
6955,CAN_CSV0000000000027354__0.csv,CAN_CSV0000000000027354.csv,14,40,0.7407407407407407,CAN,54
6957,CAN_CSV0000000000001909__5.csv,CAN_CSV0000000000001961.csv,11,31,0.7380952380952381,CAN,42
6963,CAN_CSV0000000000027349__23.csv,CAN_CSV0000000000027349__4.csv,9,27,0.75,CAN,36
6966,CAN_CSV0000000000001780__12.csv,CAN_CSV0000000000001780.csv,14,41,0.7454545454545455,CAN,55
6971,CAN_CSV0000000000001487__8.csv,CAN_CSV0000000000001487__11.csv,37,6,0.1395348837209302,CAN,43
7030,CAN_CSV0000000000002131.csv,CAN_CSV0000000000027043.csv,32,4,0.1111111111111111,CAN,36
7089,CAN_CSV0000000000001724__13.csv,CAN_CSV0000000000001797__9.csv,18,67,0.788235294117647,CAN,85
7096,CAN_CSV0000000000001724__13.csv,CAN_CSV0000000000001797__13.csv,18,67,0.788235294117647,CAN,85
7105,CAN_CSV0000000000001787__12.csv,CAN_CSV0000000000001797__9.csv,18,63,0.7777777777777778,CAN,81
7112,CAN_CSV0000000000001787__12.csv,CAN_CSV0000000000001797__13.csv,18,63,0.7777777777777778,CAN,81
7152,CAN_CSV0000000000001797__6.csv,CAN_CSV0000000000001797__43.csv,15,59,0.7972972972972973,CAN,74
7153,CAN_CSV0000000000001797__6.csv,CAN_CSV0000000000001797__48.csv,15,59,0.7972972972972973,CAN,74
7154,CAN_CSV0000000000001797__6.csv,CAN_CSV0000000000001797__46.csv,15,59,0.7972972972972973,CAN,74
7157,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027346__33.csv,14,45,0.7627118644067796,CAN,59
7160,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027346.csv,32,53,0.6235294117647059,CAN,85
7162,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027347.csv,23,39,0.6290322580645161,CAN,62
7163,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027350.csv,23,39,0.6290322580645161,CAN,62
7167,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487__28.csv,31,4,0.1142857142857142,CAN,35
7168,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027354.csv,23,40,0.6349206349206349,CAN,63
7169,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000026622.csv,23,40,0.6349206349206349,CAN,63
7172,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487.csv,32,53,0.6235294117647059,CAN,85
7175,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000008201.csv,32,57,0.6404494382022472,CAN,89
7179,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487__9.csv,16,41,0.7192982456140351,CAN,57
7184,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027349__16.csv,11,39,0.78,CAN,50
7185,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027353__10.csv,12,35,0.7446808510638298,CAN,47
7186,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027346.csv,38,48,0.5581395348837209,CAN,86
7192,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027347.csv,25,42,0.6268656716417911,CAN,67
7193,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027350.csv,25,42,0.6268656716417911,CAN,67
7194,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027349__23.csv,12,38,0.76,CAN,50
7196,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027349__20.csv,12,38,0.76,CAN,50
7197,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027349__21.csv,12,38,0.76,CAN,50
7198,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027353__11.csv,12,35,0.7446808510638298,CAN,47
7200,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000026622.csv,25,43,0.6323529411764706,CAN,68
7201,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027354.csv,25,43,0.6323529411764706,CAN,68
7202,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000001487.csv,38,48,0.5581395348837209,CAN,86
7205,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000001487__25.csv,15,43,0.7413793103448276,CAN,58
7207,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000001487__18.csv,12,43,0.7818181818181819,CAN,55
7208,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000001487__28.csv,15,43,0.7413793103448276,CAN,58
7209,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027349__18.csv,12,37,0.7551020408163265,CAN,49
7215,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000001487__26.csv,14,45,0.7627118644067796,CAN,59
7228,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000027349__17.csv,12,37,0.7551020408163265,CAN,49
7253,CAN_CSV0000000000001797__5.csv,CAN_CSV0000000000001797__43.csv,15,59,0.7972972972972973,CAN,74
7254,CAN_CSV0000000000001797__5.csv,CAN_CSV0000000000001797__48.csv,15,59,0.7972972972972973,CAN,74
7255,CAN_CSV0000000000001797__5.csv,CAN_CSV0000000000001797__46.csv,15,59,0.7972972972972973,CAN,74
7261,CAN_CSV0000000000001724__46.csv,CAN_CSV0000000000001724__41.csv,16,52,0.7647058823529411,CAN,68
7263,CAN_CSV0000000000001724__46.csv,CAN_CSV0000000000001724__36.csv,16,52,0.7647058823529411,CAN,68
7267,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027349__16.csv,11,39,0.78,CAN,50
7268,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027353__10.csv,13,33,0.717391304347826,CAN,46
7274,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027347.csv,26,40,0.6060606060606061,CAN,66
7275,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027350.csv,26,40,0.6060606060606061,CAN,66
7278,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000001487__18.csv,13,41,0.7592592592592593,CAN,54
7279,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027353__11.csv,13,33,0.717391304347826,CAN,46
7280,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000026622.csv,26,41,0.6119402985074627,CAN,67
7281,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027354.csv,25,43,0.6323529411764706,CAN,68
7282,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027349__18.csv,12,37,0.7551020408163265,CAN,49
7284,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027349__23.csv,12,38,0.76,CAN,50
7286,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027349__20.csv,12,38,0.76,CAN,50
7287,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027349__21.csv,12,38,0.76,CAN,50
7291,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027349.csv,26,40,0.6060606060606061,CAN,66
7293,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000001487__25.csv,15,43,0.7413793103448276,CAN,58
7295,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000001487__28.csv,15,43,0.7413793103448276,CAN,58
7298,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000027349__17.csv,12,37,0.7551020408163265,CAN,49
7299,CAN_CSV0000000000027346__35.csv,CAN_CSV0000000000001487__26.csv,14,45,0.7627118644067796,CAN,59
7314,CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000027346__33.csv,12,38,0.76,CAN,50
7315,CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000027349__16.csv,11,21,0.65625,CAN,32
7316,CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000027353__10.csv,9,23,0.71875,CAN,32
7317,CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000001487__25.csv,11,33,0.75,CAN,44
7321,CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000001487__9.csv,11,40,0.7843137254901961,CAN,51
7323,CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000027353__11.csv,9,23,0.71875,CAN,32
7324,CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000027349__4.csv,9,27,0.75,CAN,36
7330,CAN_CSV0000000000027349__20.csv,CAN_CSV0000000000001487__28.csv,11,33,0.75,CAN,44
7341,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027349__23.csv,11,33,0.75,CAN,44
7342,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027349__20.csv,11,33,0.75,CAN,44
7344,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027349__21.csv,11,33,0.75,CAN,44
7350,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027346__34.csv,14,45,0.7627118644067796,CAN,59
7351,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027346__35.csv,14,45,0.7627118644067796,CAN,59
7365,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000027349__1.csv,12,32,0.7272727272727273,CAN,44
7367,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000001487__18.csv,13,41,0.7592592592592593,CAN,54
7373,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000001487__20.csv,13,41,0.7592592592592593,CAN,54
7374,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000001487__21.csv,13,41,0.7592592592592593,CAN,54
7376,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027349__16.csv,11,39,0.78,CAN,50
7377,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027353__10.csv,13,33,0.717391304347826,CAN,46
7383,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027347.csv,26,40,0.6060606060606061,CAN,66
7384,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027350.csv,26,40,0.6060606060606061,CAN,66
7387,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027353__11.csv,13,33,0.717391304347826,CAN,46
7388,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000026622.csv,26,41,0.6119402985074627,CAN,67
7389,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027354.csv,25,43,0.6323529411764706,CAN,68
7390,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027349__18.csv,12,37,0.7551020408163265,CAN,49
7392,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027349__17.csv,12,37,0.7551020408163265,CAN,49
7393,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027349__23.csv,12,38,0.76,CAN,50
7396,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027349__20.csv,12,38,0.76,CAN,50
7398,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027349__21.csv,12,38,0.76,CAN,50
7402,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000001487__25.csv,15,43,0.7413793103448276,CAN,58
7404,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000001487__28.csv,15,43,0.7413793103448276,CAN,58
7413,CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027346__33.csv,13,41,0.7592592592592593,CAN,54
7417,CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027347.csv,18,43,0.7049180327868853,CAN,61
7418,CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027350.csv,18,43,0.7049180327868853,CAN,61
7422,CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027354.csv,18,44,0.7096774193548387,CAN,62
7426,CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000001487__9.csv,15,37,0.7115384615384616,CAN,52
7428,CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027349__4.csv,9,32,0.7804878048780488,CAN,41
7429,CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000026622.csv,18,44,0.7096774193548387,CAN,62
7433,CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000001487__8.csv,13,41,0.7592592592592593,CAN,54
7435,CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027349__1.csv,9,32,0.7804878048780488,CAN,41
7446,CAN_CSV0000000000001724__11.csv,CAN_CSV0000000000001797__9.csv,18,67,0.788235294117647,CAN,85
7471,CAN_CSV0000000000001797__0.csv,CAN_CSV0000000000001797__43.csv,15,59,0.7972972972972973,CAN,74
7472,CAN_CSV0000000000001797__0.csv,CAN_CSV0000000000001797__48.csv,15,59,0.7972972972972973,CAN,74
7473,CAN_CSV0000000000001797__0.csv,CAN_CSV0000000000001797__46.csv,15,59,0.7972972972972973,CAN,74
7474,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027349__23.csv,11,40,0.7843137254901961,CAN,51
7477,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027349__20.csv,11,40,0.7843137254901961,CAN,51
7478,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__25.csv,16,41,0.7192982456140351,CAN,57
7479,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027349__21.csv,11,40,0.7843137254901961,CAN,51
7481,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027347.csv,27,38,0.5846153846153846,CAN,65
7482,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027350.csv,27,38,0.5846153846153846,CAN,65
7483,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027353__2.csv,12,38,0.76,CAN,50
7486,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__28.csv,16,41,0.7192982456140351,CAN,57
7487,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027354.csv,26,41,0.6119402985074627,CAN,67
7488,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000026622.csv,27,39,0.5909090909090909,CAN,66
7489,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027349__16.csv,11,39,0.78,CAN,50
7494,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027349__18.csv,11,39,0.78,CAN,50
7496,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027349__17.csv,11,39,0.78,CAN,50
7501,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__18.csv,15,37,0.7115384615384616,CAN,52
7503,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__26.csv,16,41,0.7192982456140351,CAN,57
7504,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027349__1.csv,11,41,0.7884615384615384,CAN,52
7506,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027349.csv,27,38,0.5846153846153846,CAN,65
7508,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027355.csv,27,38,0.5846153846153846,CAN,65
7509,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__35.csv,10,35,0.7777777777777778,CAN,45
7510,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__33.csv,10,35,0.7777777777777778,CAN,45
7512,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000001487__34.csv,10,35,0.7777777777777778,CAN,45
7514,CAN_CSV0000000000001487__9.csv,CAN_CSV0000000000027353__0.csv,12,38,0.76,CAN,50
7523,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000001487__9.csv,11,40,0.7843137254901961,CAN,51
7524,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000001487__25.csv,11,33,0.75,CAN,44
7527,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027346__33.csv,12,38,0.76,CAN,50
7528,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027353__10.csv,9,23,0.71875,CAN,32
7529,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027353__11.csv,9,23,0.71875,CAN,32
7530,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027349__4.csv,9,27,0.75,CAN,36
7531,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027349__16.csv,11,21,0.65625,CAN,32
7536,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027349__18.csv,11,21,0.65625,CAN,32
7538,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000001487__28.csv,11,33,0.75,CAN,44
7539,CAN_CSV0000000000027349__21.csv,CAN_CSV0000000000027349__17.csv,11,21,0.65625,CAN,32
7545,CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000027346__33.csv,13,41,0.7592592592592593,CAN,54
7546,CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000001487__9.csv,15,37,0.7115384615384616,CAN,52
7549,CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000027346__34.csv,13,41,0.7592592592592593,CAN,54
7550,CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000001487__10.csv,15,37,0.7115384615384616,CAN,52
7561,CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000027347.csv,18,43,0.7049180327868853,CAN,61
7562,CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000027350.csv,18,43,0.7049180327868853,CAN,61
7569,CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000027349__4.csv,9,32,0.7804878048780488,CAN,41
7574,CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000027354.csv,18,44,0.7096774193548387,CAN,62
7575,CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000026622.csv,18,44,0.7096774193548387,CAN,62
7578,CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000027349__1.csv,9,32,0.7804878048780488,CAN,41
7580,CAN_CSV0000000000001487__20.csv,CAN_CSV0000000000027349.csv,18,43,0.7049180327868853,CAN,61
7583,CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000027346__34.csv,13,41,0.7592592592592593,CAN,54
7584,CAN_CSV0000000000001487__23.csv,CAN_CSV0000000000001487__10.csv,15,37,0.7115384615384616,CAN,52
7596,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027349.csv,26,40,0.6060606060606061,CAN,66
7598,CAN_CSV0000000000027346__32.csv,CAN_CSV0000000000027355.csv,26,40,0.6060606060606061,CAN,66
7612,CAN_CSV0000000000001724__13.csv,CAN_CSV0000000000001797__10.csv,18,67,0.788235294117647,CAN,85
7617,CAN_CSV0000000000001724__13.csv,CAN_CSV0000000000001797__11.csv,18,67,0.788235294117647,CAN,85
7634,CAN_CSV0000000000001487__26.csv,CAN_CSV0000000000001487__8.csv,16,41,0.7192982456140351,CAN,57
7641,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000008201.csv,38,52,0.5777777777777777,CAN,90
7642,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000001487__29.csv,15,43,0.7413793103448276,CAN,58
7647,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000001487__27.csv,15,43,0.7413793103448276,CAN,58
7653,CAN_CSV0000000000001724__12.csv,CAN_CSV0000000000001797__9.csv,18,67,0.788235294117647,CAN,85
7663,CAN_CSV0000000000001724__44.csv,CAN_CSV0000000000001724__41.csv,16,52,0.7647058823529411,CAN,68
7665,CAN_CSV0000000000001724__44.csv,CAN_CSV0000000000001724__36.csv,16,52,0.7647058823529411,CAN,68
7669,CAN_CSV0000000000001724__44.csv,CAN_CSV0000000000001797__43.csv,16,56,0.7777777777777778,CAN,72
7670,CAN_CSV0000000000001724__44.csv,CAN_CSV0000000000001797__48.csv,16,56,0.7777777777777778,CAN,72
7671,CAN_CSV0000000000001724__44.csv,CAN_CSV0000000000001797__46.csv,16,56,0.7777777777777778,CAN,72
7678,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000001487__20.csv,12,43,0.7818181818181819,CAN,55
7679,CAN_CSV0000000000027346__30.csv,CAN_CSV0000000000001487__21.csv,12,43,0.7818181818181819,CAN,55
7706,CAN_CSV0000000000001797__1.csv,CAN_CSV0000000000001797__43.csv,15,59,0.7972972972972973,CAN,74
7708,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000001487__18.csv,15,37,0.7115384615384616,CAN,52
7714,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000001487__20.csv,15,37,0.7115384615384616,CAN,52
7715,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000001487__35.csv,10,35,0.7777777777777778,CAN,45
7717,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000001487__33.csv,10,35,0.7777777777777778,CAN,45
7719,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000027347.csv,27,38,0.5846153846153846,CAN,65
7720,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000027350.csv,27,38,0.5846153846153846,CAN,65
7721,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000027353__2.csv,12,38,0.76,CAN,50
7723,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000026622.csv,27,39,0.5909090909090909,CAN,66
7724,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000027354.csv,26,41,0.6119402985074627,CAN,67
7725,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000001487__34.csv,10,35,0.7777777777777778,CAN,45
7727,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000027349__23.csv,11,40,0.7843137254901961,CAN,51
7728,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000027349__16.csv,11,39,0.78,CAN,50
7729,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000027349__20.csv,11,40,0.7843137254901961,CAN,51
7730,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000001487__25.csv,16,41,0.7192982456140351,CAN,57
7732,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000027349__21.csv,11,40,0.7843137254901961,CAN,51
7734,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000001487__28.csv,16,41,0.7192982456140351,CAN,57
7735,CAN_CSV0000000000001487__6.csv,CAN_CSV0000000000027349__18.csv,11,39,0.78,CAN,50
7742,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000001487__18.csv,15,37,0.7115384615384616,CAN,52
7748,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000001487__20.csv,15,37,0.7115384615384616,CAN,52
7749,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000001487__21.csv,15,37,0.7115384615384616,CAN,52
7750,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000001487__22.csv,15,37,0.7115384615384616,CAN,52
7753,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000001487__35.csv,10,35,0.7777777777777778,CAN,45
7755,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000001487__33.csv,10,35,0.7777777777777778,CAN,45
7757,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000027347.csv,27,38,0.5846153846153846,CAN,65
7758,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000027350.csv,27,38,0.5846153846153846,CAN,65
7759,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000027353__2.csv,12,38,0.76,CAN,50
7761,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000026622.csv,27,39,0.5909090909090909,CAN,66
7762,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000027349__23.csv,11,40,0.7843137254901961,CAN,51
7763,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000027349__16.csv,11,39,0.78,CAN,50
7764,CAN_CSV0000000000001487__10.csv,CAN_CSV0000000000027349__20.csv,11,40,0.7843137254901961,CAN,51
