source,compare,col_iguais,col_diferentes,col_dificuldade
CAN_CSV0000000000001636.csv,CAN_CSV0000000000001566.csv,5,3,0.375
CAN_CSV0000000000001636.csv,CAN_CSV0000000000002508.csv,4,4,0.5
CAN_CSV0000000000001636.csv,CAN_CSV0000000000001565.csv,5,3,0.375
CAN_CSV0000000000001636.csv,CAN_CSV0000000000001531.csv,5,4,0.4444444444444444
CAN_CSV0000000000001636.csv,CAN_CSV0000000000001561.csv,5,2,0.2857142857142857
CAN_CSV0000000000001636.csv,CAN_CSV0000000000001540.csv,5,3,0.375
CAN_CSV0000000000001636.csv,CAN_CSV0000000000001660.csv,3,5,0.625
CAN_CSV0000000000001636.csv,CAN_CSV0000000000002531.csv,3,4,0.5714285714285714
CAN_CSV0000000000001636.csv,CAN_CSV0000000000002505.csv,4,4,0.5
CAN_CSV0000000000015762.csv,CAN_CSV0000000000001025.csv,11,6,0.35294117647058826
CAN_CSV0000000000015762.csv,CAN_CSV0000000000013009.csv,11,2,0.15384615384615385
CAN_CSV0000000000015762.csv,CAN_CSV0000000000001114.csv,11,4,0.26666666666666666
CAN_CSV0000000000015762.csv,CAN_CSV0000000000015768.csv,11,4,0.26666666666666666
CAN_CSV0000000000015762.csv,CAN_CSV0000000000000761.csv,11,4,0.26666666666666666
CAN_CSV0000000000015762.csv,CAN_CSV0000000000013123.csv,11,3,0.21428571428571427
CAN_CSV0000000000015762.csv,CAN_CSV0000000000027308.csv,11,4,0.26666666666666666
CAN_CSV0000000000015762.csv,CAN_CSV0000000000012842.csv,11,4,0.26666666666666666
CAN_CSV0000000000015762.csv,CAN_CSV0000000000013763.csv,11,5,0.3125
CAN_CSV0000000000015762.csv,CAN_CSV0000000000001229.csv,10,8,0.4444444444444444
CAN_CSV0000000000015762.csv,CAN_CSV0000000000000828.csv,10,3,0.23076923076923078
CAN_CSV0000000000015762.csv,CAN_CSV0000000000000676.csv,11,6,0.35294117647058826
CAN_CSV0000000000015762.csv,CAN_CSV0000000000012889.csv,11,5,0.3125
CAN_CSV0000000000015762.csv,CAN_CSV0000000000000984.csv,10,7,0.4117647058823529
CAN_CSV0000000000015762.csv,CAN_CSV0000000000001071.csv,11,4,0.26666666666666666
CAN_CSV0000000000015762.csv,CAN_CSV0000000000000660.csv,10,7,0.4117647058823529
CAN_CSV0000000000015762.csv,CAN_CSV0000000000013712.csv,11,3,0.21428571428571427
CAN_CSV0000000000015762.csv,CAN_CSV0000000000000857.csv,11,4,0.26666666666666666
CAN_CSV0000000000015762.csv,CAN_CSV0000000000000701.csv,10,5,0.3333333333333333
CAN_CSV0000000000015762.csv,CAN_CSV0000000000000845.csv,11,4,0.26666666666666666
CAN_CSV0000000000015762.csv,CAN_CSV0000000000027054.csv,10,6,0.375
CAN_CSV0000000000005783.csv,CAN_CSV0000000000005770.csv,10,2,0.16666666666666666
CAN_CSV0000000000000634.csv,CAN_CSV0000000000001025.csv,11,8,0.42105263157894735
CAN_CSV0000000000000634.csv,CAN_CSV0000000000013009.csv,11,4,0.26666666666666666
CAN_CSV0000000000000634.csv,CAN_CSV0000000000001114.csv,11,6,0.35294117647058826
CAN_CSV0000000000000634.csv,CAN_CSV0000000000015768.csv,11,6,0.35294117647058826
CAN_CSV0000000000000634.csv,CAN_CSV0000000000000761.csv,12,4,0.25
CAN_CSV0000000000000634.csv,CAN_CSV0000000000013123.csv,11,5,0.3125
CAN_CSV0000000000000634.csv,CAN_CSV0000000000027308.csv,12,4,0.25
CAN_CSV0000000000000634.csv,CAN_CSV0000000000012842.csv,11,6,0.35294117647058826
CAN_CSV0000000000000634.csv,CAN_CSV0000000000013763.csv,11,7,0.3888888888888889
CAN_CSV0000000000000634.csv,CAN_CSV0000000000001229.csv,12,6,0.3333333333333333
CAN_CSV0000000000000634.csv,CAN_CSV0000000000000828.csv,10,5,0.3333333333333333
CAN_CSV0000000000000634.csv,CAN_CSV0000000000012889.csv,11,7,0.3888888888888889
CAN_CSV0000000000000634.csv,CAN_CSV0000000000000984.csv,10,9,0.47368421052631576
CAN_CSV0000000000000634.csv,CAN_CSV0000000000001071.csv,12,4,0.25
CAN_CSV0000000000000634.csv,CAN_CSV0000000000000660.csv,12,5,0.29411764705882354
CAN_CSV0000000000000634.csv,CAN_CSV0000000000013712.csv,11,5,0.3125
CAN_CSV0000000000000634.csv,CAN_CSV0000000000000857.csv,11,6,0.35294117647058826
CAN_CSV0000000000003274.csv,CAN_CSV0000000000026372.csv,10,14,0.5833333333333334
CAN_CSV0000000000003274.csv,CAN_CSV0000000000022990.csv,11,12,0.5217391304347826
CAN_CSV0000000000003274.csv,CAN_CSV0000000000008615.csv,11,12,0.5217391304347826
CAN_CSV0000000000003274.csv,CAN_CSV0000000000021735.csv,11,12,0.5217391304347826
CAN_CSV0000000000003274.csv,CAN_CSV0000000000020098.csv,17,2,0.10526315789473684
CAN_CSV0000000000002295.csv,CAN_CSV0000000000001025.csv,11,8,0.42105263157894735
CAN_CSV0000000000002295.csv,CAN_CSV0000000000013009.csv,10,6,0.375
CAN_CSV0000000000002295.csv,CAN_CSV0000000000001114.csv,11,6,0.35294117647058826
CAN_CSV0000000000002295.csv,CAN_CSV0000000000015768.csv,10,8,0.4444444444444444
CAN_CSV0000000000002295.csv,CAN_CSV0000000000000761.csv,10,8,0.4444444444444444
CAN_CSV0000000000002295.csv,CAN_CSV0000000000013123.csv,10,7,0.4117647058823529
CAN_CSV0000000000002295.csv,CAN_CSV0000000000027308.csv,10,8,0.4444444444444444
CAN_CSV0000000000002295.csv,CAN_CSV0000000000012842.csv,11,6,0.35294117647058826
CAN_CSV0000000000002295.csv,CAN_CSV0000000000013763.csv,10,9,0.47368421052631576
CAN_CSV0000000000002295.csv,CAN_CSV0000000000001229.csv,11,8,0.42105263157894735
CAN_CSV0000000000002295.csv,CAN_CSV0000000000000828.csv,9,7,0.4375
CAN_CSV0000000000002295.csv,CAN_CSV0000000000000676.csv,10,10,0.5
CAN_CSV0000000000002295.csv,CAN_CSV0000000000012889.csv,11,7,0.3888888888888889
CAN_CSV0000000000002295.csv,CAN_CSV0000000000000984.csv,11,7,0.3888888888888889
CAN_CSV0000000000002295.csv,CAN_CSV0000000000001071.csv,10,8,0.4444444444444444
CAN_CSV0000000000002295.csv,CAN_CSV0000000000000660.csv,11,7,0.3888888888888889
CAN_CSV0000000000002295.csv,CAN_CSV0000000000013712.csv,10,7,0.4117647058823529
CAN_CSV0000000000002295.csv,CAN_CSV0000000000000857.csv,10,8,0.4444444444444444
CAN_CSV0000000000002295.csv,CAN_CSV0000000000000701.csv,11,5,0.3125
CAN_CSV0000000000002295.csv,CAN_CSV0000000000000845.csv,10,8,0.4444444444444444
CAN_CSV0000000000001018.csv,CAN_CSV0000000000001025.csv,13,5,0.2777777777777778
CAN_CSV0000000000001018.csv,CAN_CSV0000000000013009.csv,11,5,0.3125
CAN_CSV0000000000001018.csv,CAN_CSV0000000000001114.csv,11,7,0.3888888888888889
CAN_CSV0000000000001018.csv,CAN_CSV0000000000015768.csv,11,7,0.3888888888888889
CAN_CSV0000000000001018.csv,CAN_CSV0000000000000761.csv,11,7,0.3888888888888889
CAN_CSV0000000000001018.csv,CAN_CSV0000000000013123.csv,11,6,0.35294117647058826
CAN_CSV0000000000001018.csv,CAN_CSV0000000000027308.csv,11,7,0.3888888888888889
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012842.csv,13,3,0.1875
CAN_CSV0000000000001018.csv,CAN_CSV0000000000013763.csv,11,8,0.42105263157894735
CAN_CSV0000000000001018.csv,CAN_CSV0000000000001229.csv,11,9,0.45
CAN_CSV0000000000001018.csv,CAN_CSV0000000000000828.csv,10,6,0.375
CAN_CSV0000000000001018.csv,CAN_CSV0000000000000676.csv,11,9,0.45
CAN_CSV0000000000001018.csv,CAN_CSV0000000000012889.csv,13,4,0.23529411764705882
CAN_CSV0000000000001018.csv,CAN_CSV0000000000000984.csv,11,8,0.42105263157894735
CAN_CSV0000000000001018.csv,CAN_CSV0000000000001071.csv,11,7,0.3888888888888889
CAN_CSV0000000000001018.csv,CAN_CSV0000000000000660.csv,11,8,0.42105263157894735
CAN_CSV0000000000001018.csv,CAN_CSV0000000000013712.csv,11,6,0.35294117647058826
CAN_CSV0000000000024695.csv,CAN_CSV0000000000025003.csv,10,3,0.23076923076923078
CAN_CSV0000000000008165.csv,CAN_CSV0000000000001314.csv,6,4,0.4
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007673.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007677.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007682.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007675.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007686.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007679.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007674.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007678.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007671.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007672.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007670.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007681.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007684.csv,6,2,0.25
CAN_CSV0000000000007676.csv,CAN_CSV0000000000007669.csv,6,2,0.25
CAN_CSV0000000000001090.csv,CAN_CSV0000000000001025.csv,11,10,0.47619047619047616
CAN_CSV0000000000001090.csv,CAN_CSV0000000000013009.csv,11,6,0.35294117647058826
CAN_CSV0000000000001090.csv,CAN_CSV0000000000001114.csv,11,8,0.42105263157894735
CAN_CSV0000000000001090.csv,CAN_CSV0000000000015768.csv,11,8,0.42105263157894735
CAN_CSV0000000000001090.csv,CAN_CSV0000000000000761.csv,11,8,0.42105263157894735
CAN_CSV0000000000001090.csv,CAN_CSV0000000000013123.csv,11,7,0.3888888888888889
CAN_CSV0000000000001090.csv,CAN_CSV0000000000027308.csv,11,8,0.42105263157894735
CAN_CSV0000000000001090.csv,CAN_CSV0000000000012842.csv,11,8,0.42105263157894735
CAN_CSV0000000000001090.csv,CAN_CSV0000000000013763.csv,11,9,0.45
CAN_CSV0000000000001090.csv,CAN_CSV0000000000001229.csv,10,12,0.5454545454545454
CAN_CSV0000000000001090.csv,CAN_CSV0000000000000828.csv,10,7,0.4117647058823529
CAN_CSV0000000000001090.csv,CAN_CSV0000000000000676.csv,11,10,0.47619047619047616
CAN_CSV0000000000001090.csv,CAN_CSV0000000000012889.csv,11,9,0.45
CAN_CSV0000000000001090.csv,CAN_CSV0000000000000984.csv,10,11,0.5238095238095238
CAN_CSV0000000000001090.csv,CAN_CSV0000000000001071.csv,11,8,0.42105263157894735
CAN_CSV0000000000001090.csv,CAN_CSV0000000000000660.csv,10,11,0.5238095238095238
CAN_CSV0000000000001090.csv,CAN_CSV0000000000013712.csv,11,7,0.3888888888888889
CAN_CSV0000000000001090.csv,CAN_CSV0000000000000857.csv,11,8,0.42105263157894735
CAN_CSV0000000000003595.csv,CAN_CSV0000000000009120.csv,7,2,0.2222222222222222
CAN_CSV0000000000022798.csv,CAN_CSV0000000000003356.csv,4,2,0.3333333333333333
CAN_CSV0000000000022798.csv,CAN_CSV0000000000026441.csv,4,2,0.3333333333333333
CAN_CSV0000000000022798.csv,CAN_CSV0000000000007299.csv,4,2,0.3333333333333333
CAN_CSV0000000000022798.csv,CAN_CSV0000000000010464.csv,4,2,0.3333333333333333
CAN_CSV0000000000022798.csv,CAN_CSV0000000000003100.csv,4,2,0.3333333333333333
CAN_CSV0000000000022798.csv,CAN_CSV0000000000015899.csv,4,2,0.3333333333333333
CAN_CSV0000000000001185.csv,CAN_CSV0000000000001025.csv,11,8,0.42105263157894735
CAN_CSV0000000000001185.csv,CAN_CSV0000000000013009.csv,11,4,0.26666666666666666
CAN_CSV0000000000001185.csv,CAN_CSV0000000000001114.csv,11,6,0.35294117647058826
CAN_CSV0000000000001185.csv,CAN_CSV0000000000015768.csv,11,6,0.35294117647058826
CAN_CSV0000000000001185.csv,CAN_CSV0000000000000761.csv,11,6,0.35294117647058826
CAN_CSV0000000000001185.csv,CAN_CSV0000000000013123.csv,11,5,0.3125
CAN_CSV0000000000001185.csv,CAN_CSV0000000000027308.csv,11,6,0.35294117647058826
CAN_CSV0000000000001185.csv,CAN_CSV0000000000012842.csv,11,6,0.35294117647058826
CAN_CSV0000000000001185.csv,CAN_CSV0000000000013763.csv,11,7,0.3888888888888889
CAN_CSV0000000000001185.csv,CAN_CSV0000000000001229.csv,10,10,0.5
CAN_CSV0000000000001185.csv,CAN_CSV0000000000000828.csv,10,5,0.3333333333333333
CAN_CSV0000000000001185.csv,CAN_CSV0000000000000676.csv,11,8,0.42105263157894735
CAN_CSV0000000000001185.csv,CAN_CSV0000000000012889.csv,11,7,0.3888888888888889
CAN_CSV0000000000001185.csv,CAN_CSV0000000000000984.csv,10,9,0.47368421052631576
CAN_CSV0000000000001185.csv,CAN_CSV0000000000001071.csv,11,6,0.35294117647058826
CAN_CSV0000000000001185.csv,CAN_CSV0000000000000660.csv,10,9,0.47368421052631576
CAN_CSV0000000000001185.csv,CAN_CSV0000000000013712.csv,11,5,0.3125
CAN_CSV0000000000001185.csv,CAN_CSV0000000000000857.csv,11,6,0.35294117647058826
CAN_CSV0000000000001185.csv,CAN_CSV0000000000000701.csv,10,7,0.4117647058823529
CAN_CSV0000000000001185.csv,CAN_CSV0000000000000845.csv,11,6,0.35294117647058826
CAN_CSV0000000000001857.csv,CAN_CSV0000000000019127.csv,17,59,0.7763157894736842
CAN_CSV0000000000001857.csv,CAN_CSV0000000000001998.csv,18,57,0.76
CAN_CSV0000000000001857.csv,CAN_CSV0000000000004427.csv,17,59,0.7763157894736842
CAN_CSV0000000000001857.csv,CAN_CSV0000000000021150.csv,13,65,0.8333333333333334
CAN_CSV0000000000001857.csv,CAN_CSV0000000000001406.csv,18,59,0.7662337662337663
CAN_CSV0000000000001857.csv,CAN_CSV0000000000002097.csv,18,57,0.76
CAN_CSV0000000000014315.csv,CAN_CSV0000000000015731.csv,14,4,0.2222222222222222
CAN_CSV0000000000014315.csv,CAN_CSV0000000000005245.csv,14,5,0.2631578947368421
CAN_CSV0000000000014315.csv,CAN_CSV0000000000015703.csv,11,7,0.3888888888888889
CAN_CSV0000000000014315.csv,CAN_CSV0000000000014313.csv,13,5,0.2777777777777778
CAN_CSV0000000000014315.csv,CAN_CSV0000000000013368.csv,12,8,0.4
CAN_CSV0000000000014315.csv,CAN_CSV0000000000005882.csv,12,7,0.3684210526315789
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001181.csv,12,7,0.3684210526315789
CAN_CSV0000000000014315.csv,CAN_CSV0000000000014060.csv,13,6,0.3157894736842105
CAN_CSV0000000000014315.csv,CAN_CSV0000000000002297.csv,11,9,0.45
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001180.csv,12,7,0.3684210526315789
CAN_CSV0000000000014315.csv,CAN_CSV0000000000015712.csv,11,7,0.3888888888888889
CAN_CSV0000000000014315.csv,CAN_CSV0000000000014462.csv,12,8,0.4
CAN_CSV0000000000014315.csv,CAN_CSV0000000000000736.csv,14,5,0.2631578947368421
CAN_CSV0000000000014315.csv,CAN_CSV0000000000013890.csv,12,7,0.3684210526315789
CAN_CSV0000000000014315.csv,CAN_CSV0000000000004971.csv,14,5,0.2631578947368421
CAN_CSV0000000000014315.csv,CAN_CSV0000000000015617.csv,12,7,0.3684210526315789
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001231.csv,15,3,0.16666666666666666
CAN_CSV0000000000014315.csv,CAN_CSV0000000000014316.csv,16,2,0.1111111111111111
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001233.csv,14,5,0.2631578947368421
CAN_CSV0000000000014315.csv,CAN_CSV0000000000005045.csv,12,7,0.3684210526315789
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001227.csv,15,3,0.16666666666666666
CAN_CSV0000000000014315.csv,CAN_CSV0000000000014319.csv,15,3,0.16666666666666666
CAN_CSV0000000000014315.csv,CAN_CSV0000000000027219.csv,15,4,0.21052631578947367
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001230.csv,15,3,0.16666666666666666
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001221.csv,16,2,0.1111111111111111
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001213.csv,14,4,0.2222222222222222
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001223.csv,14,5,0.2631578947368421
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001209.csv,15,3,0.16666666666666666
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001217.csv,15,3,0.16666666666666666
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001215.csv,16,2,0.1111111111111111
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001222.csv,16,2,0.1111111111111111
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001236.csv,15,4,0.21052631578947367
CAN_CSV0000000000014315.csv,CAN_CSV0000000000001232.csv,15,3,0.16666666666666666
CAN_CSV0000000000013788.csv,CAN_CSV0000000000001025.csv,11,7,0.3888888888888889
CAN_CSV0000000000013788.csv,CAN_CSV0000000000013009.csv,11,3,0.21428571428571427
CAN_CSV0000000000013788.csv,CAN_CSV0000000000001114.csv,11,5,0.3125
CAN_CSV0000000000013788.csv,CAN_CSV0000000000015768.csv,11,5,0.3125
CAN_CSV0000000000013788.csv,CAN_CSV0000000000000761.csv,11,5,0.3125
CAN_CSV0000000000013788.csv,CAN_CSV0000000000013123.csv,11,4,0.26666666666666666
CAN_CSV0000000000013788.csv,CAN_CSV0000000000027308.csv,11,5,0.3125
CAN_CSV0000000000013788.csv,CAN_CSV0000000000012842.csv,11,5,0.3125
CAN_CSV0000000000013788.csv,CAN_CSV0000000000013763.csv,11,6,0.35294117647058826
CAN_CSV0000000000013788.csv,CAN_CSV0000000000001229.csv,10,9,0.47368421052631576
CAN_CSV0000000000013788.csv,CAN_CSV0000000000000828.csv,10,4,0.2857142857142857
CAN_CSV0000000000013788.csv,CAN_CSV0000000000000676.csv,11,7,0.3888888888888889
CAN_CSV0000000000013788.csv,CAN_CSV0000000000012889.csv,11,6,0.35294117647058826
CAN_CSV0000000000013788.csv,CAN_CSV0000000000000984.csv,10,8,0.4444444444444444
CAN_CSV0000000000013788.csv,CAN_CSV0000000000001071.csv,11,5,0.3125
CAN_CSV0000000000013788.csv,CAN_CSV0000000000000660.csv,10,8,0.4444444444444444
CAN_CSV0000000000013788.csv,CAN_CSV0000000000013712.csv,12,2,0.14285714285714285
CAN_CSV0000000000013788.csv,CAN_CSV0000000000000857.csv,11,5,0.3125
CAN_CSV0000000000013788.csv,CAN_CSV0000000000000701.csv,10,6,0.375
CAN_CSV0000000000000474.csv,CAN_CSV0000000000004972.csv,13,9,0.4090909090909091
CAN_CSV0000000000000474.csv,CAN_CSV0000000000004975.csv,12,11,0.4782608695652174
CAN_CSV0000000000000474.csv,CAN_CSV0000000000000471.csv,11,15,0.5769230769230769
CAN_CSV0000000000000474.csv,CAN_CSV0000000000004970.csv,13,9,0.4090909090909091
CAN_CSV0000000000000474.csv,CAN_CSV0000000000004974.csv,13,9,0.4090909090909091
CAN_CSV0000000000000474.csv,CAN_CSV0000000000001197.csv,12,11,0.4782608695652174
CAN_CSV0000000000000474.csv,CAN_CSV0000000000001226.csv,13,10,0.43478260869565216
CAN_CSV0000000000000474.csv,CAN_CSV0000000000004967.csv,13,9,0.4090909090909091
CAN_CSV0000000000000474.csv,CAN_CSV0000000000001198.csv,12,11,0.4782608695652174
CAN_CSV0000000000000474.csv,CAN_CSV0000000000001215.csv,13,10,0.43478260869565216
CAN_CSV0000000000000474.csv,CAN_CSV0000000000001227.csv,12,11,0.4782608695652174
CAN_CSV0000000000000474.csv,CAN_CSV0000000000001230.csv,12,11,0.4782608695652174
CAN_CSV0000000000000474.csv,CAN_CSV0000000000001231.csv,12,11,0.4782608695652174
CAN_CSV0000000000000474.csv,CAN_CSV0000000000000559.csv,11,13,0.5416666666666666
CAN_CSV0000000000000474.csv,CAN_CSV0000000000002402.csv,12,9,0.42857142857142855
CAN_CSV0000000000000474.csv,CAN_CSV0000000000001236.csv,12,12,0.5
CAN_CSV0000000000000474.csv,CAN_CSV0000000000004973.csv,13,9,0.4090909090909091
CAN_CSV0000000000000474.csv,CAN_CSV0000000000012602.csv,11,14,0.56
CAN_CSV0000000000000474.csv,CAN_CSV0000000000015770.csv,11,13,0.5416666666666666
CAN_CSV0000000000000474.csv,CAN_CSV0000000000001233.csv,11,13,0.5416666666666666
CAN_CSV0000000000000474.csv,CAN_CSV0000000000014425.csv,13,8,0.38095238095238093
CAN_CSV0000000000000474.csv,CAN_CSV0000000000001251.csv,11,12,0.5217391304347826
CAN_CSV0000000000000474.csv,CAN_CSV0000000000007017.csv,11,12,0.5217391304347826
CAN_CSV0000000000000474.csv,CAN_CSV0000000000012583.csv,11,12,0.5217391304347826
CAN_CSV0000000000000474.csv,CAN_CSV0000000000013001.csv,11,11,0.5
CAN_CSV0000000000000474.csv,CAN_CSV0000000000027218.csv,12,10,0.45454545454545453
CAN_CSV0000000000000474.csv,CAN_CSV0000000000013199.csv,11,12,0.5217391304347826
CAN_CSV0000000000000474.csv,CAN_CSV0000000000013513.csv,11,11,0.5
CAN_CSV0000000000000474.csv,CAN_CSV0000000000000608.csv,12,10,0.45454545454545453
CAN_CSV0000000000000474.csv,CAN_CSV0000000000005128.csv,11,11,0.5
CAN_CSV0000000000000474.csv,CAN_CSV0000000000005057.csv,12,10,0.45454545454545453
CAN_CSV0000000000000474.csv,CAN_CSV0000000000013497.csv,11,12,0.5217391304347826
CAN_CSV0000000000000474.csv,CAN_CSV0000000000027228.csv,11,11,0.5
CAN_CSV0000000000000474.csv,CAN_CSV0000000000005090.csv,11,12,0.5217391304347826
CAN_CSV0000000000000557.csv,CAN_CSV0000000000027172.csv,12,6,0.3333333333333333
CAN_CSV0000000000000557.csv,CAN_CSV0000000000000565.csv,12,5,0.29411764705882354
CAN_CSV0000000000000557.csv,CAN_CSV0000000000000556.csv,13,2,0.13333333333333333
CAN_CSV0000000000000557.csv,CAN_CSV0000000000005138.csv,13,2,0.13333333333333333
CAN_CSV0000000000000557.csv,CAN_CSV0000000000000577.csv,12,5,0.29411764705882354
CAN_CSV0000000000000557.csv,CAN_CSV0000000000000558.csv,13,2,0.13333333333333333
CAN_CSV0000000000000557.csv,CAN_CSV0000000000027240.csv,12,5,0.29411764705882354
CAN_CSV0000000000000557.csv,CAN_CSV0000000000027184.csv,12,4,0.25
CAN_CSV0000000000000557.csv,CAN_CSV0000000000000600.csv,12,5,0.29411764705882354
CAN_CSV0000000000000557.csv,CAN_CSV0000000000000567.csv,12,5,0.29411764705882354
CAN_CSV0000000000000557.csv,CAN_CSV0000000000000563.csv,12,5,0.29411764705882354
CAN_CSV0000000000000557.csv,CAN_CSV0000000000027226.csv,12,5,0.29411764705882354
CAN_CSV0000000000000557.csv,CAN_CSV0000000000005080.csv,12,4,0.25
CAN_CSV0000000000000557.csv,CAN_CSV0000000000005090.csv,12,5,0.29411764705882354
CAN_CSV0000000000000557.csv,CAN_CSV0000000000000562.csv,12,5,0.29411764705882354
CAN_CSV0000000000000557.csv,CAN_CSV0000000000002189.csv,12,6,0.3333333333333333
CAN_CSV0000000000000557.csv,CAN_CSV0000000000001252.csv,10,7,0.4117647058823529
CAN_CSV0000000000000557.csv,CAN_CSV0000000000027225.csv,12,5,0.29411764705882354
CAN_CSV0000000000000557.csv,CAN_CSV0000000000001254.csv,10,7,0.4117647058823529
CAN_CSV0000000000000557.csv,CAN_CSV0000000000002185.csv,11,7,0.3888888888888889
CAN_CSV0000000000000557.csv,CAN_CSV0000000000013959.csv,11,6,0.35294117647058826
CAN_CSV0000000000000557.csv,CAN_CSV0000000000000595.csv,11,7,0.3888888888888889
CAN_CSV0000000000000557.csv,CAN_CSV0000000000002294.csv,10,9,0.47368421052631576
CAN_CSV0000000000000557.csv,CAN_CSV0000000000000554.csv,11,7,0.3888888888888889
CAN_CSV0000000000000557.csv,CAN_CSV0000000000005110.csv,11,6,0.35294117647058826
CAN_CSV0000000000000557.csv,CAN_CSV0000000000002292.csv,9,11,0.55
CAN_CSV0000000000000557.csv,CAN_CSV0000000000027218.csv,12,5,0.29411764705882354
CAN_CSV0000000000000557.csv,CAN_CSV0000000000000735.csv,10,8,0.4444444444444444
CAN_CSV0000000000000557.csv,CAN_CSV0000000000013782.csv,10,5,0.3333333333333333
CAN_CSV0000000000000557.csv,CAN_CSV0000000000005265.csv,12,5,0.29411764705882354
CAN_CSV0000000000000557.csv,CAN_CSV0000000000013602.csv,10,8,0.4444444444444444
CAN_CSV0000000000000557.csv,CAN_CSV0000000000005071.csv,12,4,0.25
CAN_CSV0000000000000557.csv,CAN_CSV0000000000013701.csv,10,6,0.375
CAN_CSV0000000000000557.csv,CAN_CSV0000000000014315.csv,11,9,0.45
CAN_CSV0000000000000557.csv,CAN_CSV0000000000005379.csv,10,8,0.4444444444444444
CAN_CSV0000000000000558.csv,CAN_CSV0000000000000556.csv,13,2,0.13333333333333333
CAN_CSV0000000000000558.csv,CAN_CSV0000000000027168.csv,13,4,0.23529411764705882
CAN_CSV0000000000000558.csv,CAN_CSV0000000000012988.csv,11,6,0.35294117647058826
CAN_CSV0000000000000558.csv,CAN_CSV0000000000001244.csv,10,7,0.4117647058823529
CAN_CSV0000000000000558.csv,CAN_CSV0000000000012997.csv,11,6,0.35294117647058826
CAN_CSV0000000000000558.csv,CAN_CSV0000000000012987.csv,11,6,0.35294117647058826
CAN_CSV0000000000000558.csv,CAN_CSV0000000000012996.csv,11,6,0.35294117647058826
CAN_CSV0000000000000558.csv,CAN_CSV0000000000002191.csv,13,2,0.13333333333333333
CAN_CSV0000000000000558.csv,CAN_CSV0000000000000557.csv,13,2,0.13333333333333333
CAN_CSV0000000000000558.csv,CAN_CSV0000000000012995.csv,11,6,0.35294117647058826
CAN_CSV0000000000000558.csv,CAN_CSV0000000000014517.csv,10,6,0.375
CAN_CSV0000000000000558.csv,CAN_CSV0000000000014513.csv,10,6,0.375
CAN_CSV0000000000000558.csv,CAN_CSV0000000000000567.csv,13,3,0.1875
CAN_CSV0000000000000558.csv,CAN_CSV0000000000002189.csv,13,4,0.23529411764705882
CAN_CSV0000000000000558.csv,CAN_CSV0000000000000563.csv,12,5,0.29411764705882354
CAN_CSV0000000000000558.csv,CAN_CSV0000000000000801.csv,11,6,0.35294117647058826
CAN_CSV0000000000000558.csv,CAN_CSV0000000000027262.csv,13,4,0.23529411764705882
CAN_CSV0000000000000558.csv,CAN_CSV0000000000006227.csv,10,7,0.4117647058823529
CAN_CSV0000000000000558.csv,CAN_CSV0000000000006233.csv,10,7,0.4117647058823529
CAN_CSV0000000000000558.csv,CAN_CSV0000000000005111.csv,12,5,0.29411764705882354
CAN_CSV0000000000000558.csv,CAN_CSV0000000000027225.csv,12,5,0.29411764705882354
CAN_CSV0000000000000558.csv,CAN_CSV0000000000001095.csv,10,6,0.375
CAN_CSV0000000000000558.csv,CAN_CSV0000000000027244.csv,13,3,0.1875
CAN_CSV0000000000000558.csv,CAN_CSV0000000000027243.csv,13,3,0.1875
CAN_CSV0000000000000558.csv,CAN_CSV0000000000013199.csv,11,7,0.3888888888888889
CAN_CSV0000000000000558.csv,CAN_CSV0000000000002181.csv,13,3,0.1875
